,Post_Content,Date,Comments_Shares,All_Responses,Brand
23,"Our panel of celebrity foodies were in the mood to celebrate this month, trying this year's new party bites and Christmas treats. Deemed the “perfect party nibble,” Rochelle Humes’s #MyMarksFave is our Spicy Pulled Pork Tacos, a zesty twist on a definite crowd pleaser. What is your #MyMarksFave?",December 12 at 1:00 PM,36 Comments13 Shares45K Views,82,MarksandSpencer
24,"Our Christmas Food to Order service deadline is this Saturday at 5pm – and it wouldn’t be Christmas lunch without the dazzling desserts.
Choose from our classic Christmas cake, gorgeous Chocolate Pine Cones or fun treats like this year’s coolest couple, our Jolly and Holly salted caramel snow people. We have something for everyone, so place your order today and find your next #MyMarksFave: http://po.st/CFTODeadline",December 12 at 9:30 AM,59 Comments62 Shares,485,MarksandSpencer
25,"Our Christmas Food to Order service deadline is this Saturday at 5pm – and it wouldn’t be Christmas lunch without the dazzling desserts.
Choose from our classic Christmas cake, gorgeous Chocolate Pine Cones or fun treats like this year’s coolest couple, our Jolly and Holly salted caramel snow people. We have something for everyone, so place your order today and find your next #MyMarksFave: http://po.st/CFTODeadline",December 12 at 9:30 AM,59 Comments62 Shares,485,MarksandSpencer
26,"Our new All Butter Scottish Toffee Shortbread Thins, which come in a collectable snowy woodland tin, are a delicious treat for the festive season. Enjoy with a cuppa, or give as a thoughtful Christmas gift this year.",December 11 at 3:00 PM,780 Comments570 Shares,16K,MarksandSpencer
27,"Our new All Butter Scottish Toffee Shortbread Thins, which come in a collectable snowy woodland tin, are a delicious treat for the festive season. Enjoy with a cuppa, or give as a thoughtful Christmas gift this year.",December 11 at 3:00 PM,780 Comments570 Shares,16K,MarksandSpencer
28,"Paddy McGuinness’s #MyMarksFave, our Santa Hat profiteroles are the perfect party food whether you’re a child or a child at heart. ""Adults love them, kids love them, and the meringue on top is a little crunchy surprise,"" said Paddy. What is your #MyMarksFave?",December 11 at 1:00 PM,32 Comments18 Shares47K Views,117,MarksandSpencer
29,"Paddy McGuinness’s #MyMarksFave, our Santa Hat profiteroles are the perfect party food whether you’re a child or a child at heart. ""Adults love them, kids love them, and the meringue on top is a little crunchy surprise,"" said Paddy. What is your #MyMarksFave?",December 11 at 1:00 PM,32 Comments18 Shares47K Views,117,MarksandSpencer
30,"This festive red dress is an adorable choice for your little one this Christmas and perfect for all your upcoming family get togethers. Made from breathable pure cotton and with a cute Peter Pan collar design, this dress will keep them comfortable whilst looking picture perfect all day long. For added cute factor, pair with a cotton cardigan and a pair of white tights. Shop now > http://po.st/FestiveRedDress",December 11 at 12:22 PM,47 Comments18 Shares,488,MarksandSpencer
31,"This festive red dress is an adorable choice for your little one this Christmas and perfect for all your upcoming family get togethers. Made from breathable pure cotton and with a cute Peter Pan collar design, this dress will keep them comfortable whilst looking picture perfect all day long. For added cute factor, pair with a cotton cardigan and a pair of white tights. Shop now > http://po.st/FestiveRedDress",December 11 at 12:22 PM,47 Comments18 Shares,488,MarksandSpencer
32,"You can turn out a gorgeously wrapped gift in two minutes using our range of cards, wrap and tags. Pro tip: if your gift comes in a decorative box, try a stylish half-wrap with ribbon to highlight already-beautiful packaging. Shop gift wrap: http://po.st/GiftWrap #MyMarksFave",December 11 at 9:00 AM,33 Comments7 Shares52K Views,167,MarksandSpencer
33,"You can turn out a gorgeously wrapped gift in two minutes using our range of cards, wrap and tags. Pro tip: if your gift comes in a decorative box, try a stylish half-wrap with ribbon to highlight already-beautiful packaging. Shop gift wrap: http://po.st/GiftWrap #MyMarksFave",December 11 at 9:00 AM,33 Comments7 Shares52K Views,167,MarksandSpencer
34,"From toast-worthy champagne and pre-mixed cocktails to extra special digestifs, our top-quality wines and spirits make gorgeous Christmas gifts. Read our editor's picks and get into the festive spirit here: po.st/ChristmasDrinks #MyMarksFave",December 10 at 5:00 PM,4 Comments22 Shares,177,MarksandSpencer
35,"From toast-worthy champagne and pre-mixed cocktails to extra special digestifs, our top-quality wines and spirits make gorgeous Christmas gifts. Read our editor's picks and get into the festive spirit here: po.st/ChristmasDrinks #MyMarksFave",December 10 at 5:00 PM,4 Comments22 Shares,177,MarksandSpencer
36,"There’s just 4 days until Christmas Jumper Day, ensure the whole family are knitted out with one of these festive numbers. Whether you’re planning on making a real statement or prefer a more subtle festive touch, we’ve got something for everybody. Shop now > http://po.st/Christmas-Jumpers",December 10 at 3:01 PM,8 Comments23 Shares,208,MarksandSpencer
37,"There’s just 4 days until Christmas Jumper Day, ensure the whole family are knitted out with one of these festive numbers. Whether you’re planning on making a real statement or prefer a more subtle festive touch, we’ve got something for everybody. Shop now > http://po.st/Christmas-Jumpers",December 10 at 3:01 PM,8 Comments23 Shares,208,MarksandSpencer
38,What is your #MyMarksFave? Jamie Redknapp’s is our apple crumble. A winning end to a delicious meal - this tangy dessert guarantees he'll be man of the match! Share your favourite using #MyMarksFave,December 10 at 12:02 PM,112 Comments69 Shares,845,MarksandSpencer
39,What is your #MyMarksFave? Jamie Redknapp’s is our apple crumble. A winning end to a delicious meal - this tangy dessert guarantees he'll be man of the match! Share your favourite using #MyMarksFave,December 10 at 12:02 PM,112 Comments69 Shares,845,MarksandSpencer
40,"While picking a favourite from our new range of Christmassy party treats was tough, Amanda Holden couldn’t resist our Truffle Mayonnaise – the dip that makes ""anything seem posh."" What's your M&S Christmas favourite? Tell us using #MyMarksFave",December 10 at 10:00 AM,75 Comments19 Shares88K Views,156,MarksandSpencer
41,"While picking a favourite from our new range of Christmassy party treats was tough, Amanda Holden couldn’t resist our Truffle Mayonnaise – the dip that makes ""anything seem posh."" What's your M&S Christmas favourite? Tell us using #MyMarksFave",December 10 at 10:00 AM,75 Comments19 Shares88K Views,156,MarksandSpencer
42,"Whoever’s coming for lunch this year, plan a feast to impress your guests with our fuss-free Christmas Food to Order service. There’s something for everyone with our choice of showstopping main courses, so place your order before 5pm on 15 December!
Choose from traditional turkey or easy-to-carve stuffed turkey breast, or go for a roast ham, duck or fish. We’ve got plenty of delicious veggie options, too, like our restaurant-quality Ricotta Stacks or vegan butternut squash nut roast. Find more Christmas lunch inspiration - and your next #MyMarksFave - here:
http://po.st/MainsForEveryone",December 9 at 10:30 AM,37 Comments60 Shares,427,MarksandSpencer
43,"Whoever’s coming for lunch this year, plan a feast to impress your guests with our fuss-free Christmas Food to Order service. There’s something for everyone with our choice of showstopping main courses, so place your order before 5pm on 15 December!
Choose from traditional turkey or easy-to-carve stuffed turkey breast, or go for a roast ham, duck or fish. We’ve got plenty of delicious veggie options, too, like our restaurant-quality Ricotta Stacks or vegan butternut squash nut roast. Find more Christmas lunch inspiration - and your next #MyMarksFave - here:
http://po.st/MainsForEveryone",December 9 at 10:30 AM,37 Comments60 Shares,427,MarksandSpencer
44,Thinking of treating yourself to some new furniture? Order from our range of stocked furniture by December 22nd and receive it in time for Christmas. Shop here > http://po.st/Christmas-Furniture,December 8 at 1:17 PM,8 Comments7 Shares,295,MarksandSpencer
45,Thinking of treating yourself to some new furniture? Order from our range of stocked furniture by December 22nd and receive it in time for Christmas. Shop here > http://po.st/Christmas-Furniture,December 8 at 1:17 PM,8 Comments7 Shares,295,MarksandSpencer
46,"From ""snuffling truffle pigs,"" to ""your best mate in a bowl"" and, ""kissing the lips of a mermaid"", find out what our four favourite foodies – and a very special guest – got up to when they tried our festive party food in this month's What's New at M&S Food. Find your own #MyMarksFave in store today! Catch the full episode here: http://po.st/NovemberBestOf",December 8 at 10:00 AM,41 Comments33 Shares196K Views,233,MarksandSpencer
47,"From ""snuffling truffle pigs,"" to ""your best mate in a bowl"" and, ""kissing the lips of a mermaid"", find out what our four favourite foodies – and a very special guest – got up to when they tried our festive party food in this month's What's New at M&S Food. Find your own #MyMarksFave in store today! Catch the full episode here: http://po.st/NovemberBestOf",December 8 at 10:00 AM,41 Comments33 Shares196K Views,233,MarksandSpencer
48,Craving something cosy now that December is getting into full swing? Our textured gown feels as good as it looks and will keep you snug and warm through the chilliest of winter nights. Available in 4 lovely shades and priced at just £15 it will soon become be your ultimate‘lazy weekend’ essential... or go-to Christmas gift for a loved one in need of some R&R. 🛍 Shop here > http://po.st/TexturedDressingGown,December 8 at 8:07 AM,30 Comments21 Shares,339,MarksandSpencer
49,Craving something cosy now that December is getting into full swing? Our textured gown feels as good as it looks and will keep you snug and warm through the chilliest of winter nights. Available in 4 lovely shades and priced at just £15 it will soon become be your ultimate‘lazy weekend’ essential... or go-to Christmas gift for a loved one in need of some R&R. 🛍 Shop here > http://po.st/TexturedDressingGown,December 8 at 8:07 AM,30 Comments21 Shares,339,MarksandSpencer
50,"When it comes to festive party fizz, are you all about the prosecco, or do you go posh with champagne? We feel our Conte Priuli Prosecco may be the winner, as it's at the new price of just £7! Available in store now. #MyMarksFave",December 7 at 2:00 PM,48 Comments44 Shares,270,MarksandSpencer
51,"When it comes to festive party fizz, are you all about the prosecco, or do you go posh with champagne? We feel our Conte Priuli Prosecco may be the winner, as it's at the new price of just £7! Available in store now. #MyMarksFave",December 7 at 2:00 PM,48 Comments44 Shares,270,MarksandSpencer
52,"This Christmas, we asked the nation to nominate their local heroes, and we’ve been surprising them with some extra-special festive treats. We couldn’t agree more that Pauline Iacono from Stoke-on-Trent deserved a seasonal pick-me-up after a tough year with her health. Each year for most of their lives, Pauline’s children have helped with her annual M&S Christmas shop. We gave her the VIP treatment, with the whole store to herself and all her Christmas favourites on M&S. Watch now to see her reaction! What Christmassy treats would fill up your trolley? Share using #MyMarksFave 🎄",December 7 at 10:26 AM,69 Comments110 Shares837K Views,1.1K,MarksandSpencer
53,"This Christmas, we asked the nation to nominate their local heroes, and we’ve been surprising them with some extra-special festive treats. We couldn’t agree more that Pauline Iacono from Stoke-on-Trent deserved a seasonal pick-me-up after a tough year with her health. Each year for most of their lives, Pauline’s children have helped with her annual M&S Christmas shop. We gave her the VIP treatment, with the whole store to herself and all her Christmas favourites on M&S. Watch now to see her reaction! What Christmassy treats would fill up your trolley? Share using #MyMarksFave 🎄",December 7 at 10:26 AM,69 Comments110 Shares837K Views,1.1K,MarksandSpencer
54,"Holly's third Must-Haves edit has arrived just in time for Christmas and is full of stylish pieces that will take you from season to season. Available to shop online, or in selected stores now: http://po.st/ShopHollysMustHaves #HollysMustHaves",December 6 at 8:46 AM,93 Comments42 Shares,740,MarksandSpencer
55,"Holly's third Must-Haves edit has arrived just in time for Christmas and is full of stylish pieces that will take you from season to season. Available to shop online, or in selected stores now: http://po.st/ShopHollysMustHaves #HollysMustHaves",December 6 at 8:46 AM,93 Comments42 Shares,740,MarksandSpencer
56,"This cold snap means you’ve got the perfect excuse for a cosy night in! Our new Dine In menu includes a choice of one comforting main - from our fastest-selling Best Ever pie to a delicious vegan nut roast - a side, dessert and a bottle of wine, all for £12. Snap up this great deal in store now and discover your new #MyMarksFave",December 5 at 5:00 PM,565 Comments342 Shares699K Views,2.6K,MarksandSpencer
57,"This cold snap means you’ve got the perfect excuse for a cosy night in! Our new Dine In menu includes a choice of one comforting main - from our fastest-selling Best Ever pie to a delicious vegan nut roast - a side, dessert and a bottle of wine, all for £12. Snap up this great deal in store now and discover your new #MyMarksFave",December 5 at 5:00 PM,565 Comments342 Shares699K Views,2.6K,MarksandSpencer
58,"Our luxurious new Truffle Mayonnaise is the ultimate indulgence. Blended with Italian black summer truffles and made using free-range eggs, it’s heaven with chips, crisps, on a sandwich, or pretty much anything! Pick one up in store today. #MyMarksFave",December 5 at 12:00 PM,189 Comments191 Shares,7.1K,MarksandSpencer
59,"Our luxurious new Truffle Mayonnaise is the ultimate indulgence. Blended with Italian black summer truffles and made using free-range eggs, it’s heaven with chips, crisps, on a sandwich, or pretty much anything! Pick one up in store today. #MyMarksFave",December 5 at 12:00 PM,189 Comments191 Shares,7.1K,MarksandSpencer
60,"Looking for a little Christmas wrapping inspiration that won’t take up half your day? Look no further – this video shows you how to include a clever, hidden pocket for your envelope. It's easy to wrap a prettily packaged present using M&S cards, tags, ribbons and wrap in just two minutes! You can shop everything you need here: po.st/GiftWrap #MyMarksFave",December 4 at 10:00 AM,7 Comments15 Shares46K Views,161,MarksandSpencer
61,"Looking for a little Christmas wrapping inspiration that won’t take up half your day? Look no further – this video shows you how to include a clever, hidden pocket for your envelope. It's easy to wrap a prettily packaged present using M&S cards, tags, ribbons and wrap in just two minutes! You can shop everything you need here: po.st/GiftWrap #MyMarksFave",December 4 at 10:00 AM,7 Comments15 Shares46K Views,161,MarksandSpencer
62,"The Christmas countdown is on! Just like Father Christmas, our food editor has compiled a handy list of everything to do to get your home ready for the festive season, from sweet festive treats to drinks and gift ideas. And she’s checked it twice, so you don't have to! Read it here > http://po.st/ChristmasReady #MyMarksFave",December 3 at 3:51 PM,9 Comments36 Shares,322,MarksandSpencer
63,"The Christmas countdown is on! Just like Father Christmas, our food editor has compiled a handy list of everything to do to get your home ready for the festive season, from sweet festive treats to drinks and gift ideas. And she’s checked it twice, so you don't have to! Read it here > http://po.st/ChristmasReady #MyMarksFave",December 3 at 3:51 PM,9 Comments36 Shares,322,MarksandSpencer
64,"Must-Have... festive pyjamas to get you into the Christmas spirit. Whether it's a fleecy onesie you're after or our novelty printed PJs, we got something for everyone. Shop our cosy sleepwear from £11 > http://po.st/Must-HaveSleepwear #christmasmusthaves",December 3 at 2:15 PM,12 Comments25 Shares49K Views,243,MarksandSpencer
65,"Must-Have... festive pyjamas to get you into the Christmas spirit. Whether it's a fleecy onesie you're after or our novelty printed PJs, we got something for everyone. Shop our cosy sleepwear from £11 > http://po.st/Must-HaveSleepwear #christmasmusthaves",December 3 at 2:15 PM,12 Comments25 Shares49K Views,243,MarksandSpencer
66,"You'll never guess which of our favourite celebrity foodies voted our British Cheese Fondue as their #MyMarksFave. Ooey gooey and utterly delicious, this fondue blend of British cheeses is perfect to dunk sourdough, veggies and almost anything else in. Find out which celeb rated this decadent starter as number one, here > http://po.st/FondueGuessWho",December 2 at 11:00 AM,44 Comments21 Shares,292,MarksandSpencer
67,"You'll never guess which of our favourite celebrity foodies voted our British Cheese Fondue as their #MyMarksFave. Ooey gooey and utterly delicious, this fondue blend of British cheeses is perfect to dunk sourdough, veggies and almost anything else in. Find out which celeb rated this decadent starter as number one, here > http://po.st/FondueGuessWho",December 2 at 11:00 AM,44 Comments21 Shares,292,MarksandSpencer
68,The X Factor final is on tonight and that calls for a Must-Have singalong… #christmasmusthaves,December 1 at 8:02 PM,34 Comments19 Shares112K Views,221,MarksandSpencer
69,The X Factor final is on tonight and that calls for a Must-Have singalong… #christmasmusthaves,December 1 at 8:02 PM,34 Comments19 Shares112K Views,221,MarksandSpencer
70,"Pinch, punch, first of the month. Christmas is officially 24 days away and what better way to start the December countdown than putting up your tree and getting your home ready for the festive period. To add some extra magic why not try our printed cushions and fleecy throws to create the ultimate Christmassy atmosphere. Shop Now > http://po.st/Christmas-Decor 🎄",December 1 at 12:05 PM,17 Comments22 Shares,483,MarksandSpencer
71,"Pinch, punch, first of the month. Christmas is officially 24 days away and what better way to start the December countdown than putting up your tree and getting your home ready for the festive period. To add some extra magic why not try our printed cushions and fleecy throws to create the ultimate Christmassy atmosphere. Shop Now > http://po.st/Christmas-Decor 🎄",December 1 at 12:05 PM,17 Comments22 Shares,483,MarksandSpencer
72,"We’re continuing our festive surprises for local heroes around the UK, and next up is Ritchie Parrott, whose passion for musical theatre is matched only by one thing – his love of M&S sprouts! We treated Ritchie to a musical-themed West End surprise, with a barber shop quartet singing a carol devoted to his beloved festive veggie. What will his reaction be? Meet Ritchie.
What food favourite would be the theme of your festive serenade? Share using #MyMarksFave",December 1 at 10:00 AM,27 Comments66 Shares948K Views,472,MarksandSpencer
73,"We’re continuing our festive surprises for local heroes around the UK, and next up is Ritchie Parrott, whose passion for musical theatre is matched only by one thing – his love of M&S sprouts! We treated Ritchie to a musical-themed West End surprise, with a barber shop quartet singing a carol devoted to his beloved festive veggie. What will his reaction be? Meet Ritchie.
What food favourite would be the theme of your festive serenade? Share using #MyMarksFave",December 1 at 10:00 AM,27 Comments66 Shares948K Views,472,MarksandSpencer
74,"Who's in the mood for a festive tipple? Our Millionaire's Shortbread Cocktail perfectly captures the smooth caramel and buttery shortbread flavours of the classic Christmas biscuit. Enjoy it shaken then poured over ice in your favourite festive glassware for good cheer, guaranteed this Christmas! #MyMarksFave",November 30 at 5:46 PM,1.3K Comments866 Shares329K Views,3.3K,MarksandSpencer
75,"Who's in the mood for a festive tipple? Our Millionaire's Shortbread Cocktail perfectly captures the smooth caramel and buttery shortbread flavours of the classic Christmas biscuit. Enjoy it shaken then poured over ice in your favourite festive glassware for good cheer, guaranteed this Christmas! #MyMarksFave",November 30 at 5:46 PM,1.3K Comments866 Shares329K Views,3.3K,MarksandSpencer
76,Christmas is even more special when you have a new member of the family to spoil and our adorable baby items will make great gifts for their first Christmas. The light grey colour palette provides a versatile and neutral look whilst the soft fleecy linings will be sure to keep newborns cuddly and warm. Shop now > http://po.st/Baby-Gifts,November 30 at 2:34 PM,45 Comments37 Shares,502,MarksandSpencer
77,Christmas is even more special when you have a new member of the family to spoil and our adorable baby items will make great gifts for their first Christmas. The light grey colour palette provides a versatile and neutral look whilst the soft fleecy linings will be sure to keep newborns cuddly and warm. Shop now > http://po.st/Baby-Gifts,November 30 at 2:34 PM,45 Comments37 Shares,502,MarksandSpencer
78,"Deck the halls in the run up to Christmas with our unique festive wreaths. From wreaths designed with berries and pine cones to eucalyptus and fairy lights, our range will be sure to add plenty of festive cheer to your home. Shop now > http://po.st/Christmas-Wreaths",November 30 at 12:20 PM,20 Comments25 Shares,616,MarksandSpencer
79,"Deck the halls in the run up to Christmas with our unique festive wreaths. From wreaths designed with berries and pine cones to eucalyptus and fairy lights, our range will be sure to add plenty of festive cheer to your home. Shop now > http://po.st/Christmas-Wreaths",November 30 at 12:20 PM,20 Comments25 Shares,616,MarksandSpencer
80,"Need gift-wrap inspiration? You can get a present all wrapped up in two minutes or less with our easy gift wrap ideas! Using our festive range of wrap, ribbons and tags, you’ll have your Christmas wrapping complete in no time. Get ahead of the big day – shop gift wrap today: http://po.st/GiftWrap #MyMarksFave",November 30 at 10:00 AM,8 Comments20 Shares49K Views,214,MarksandSpencer
81,"Need gift-wrap inspiration? You can get a present all wrapped up in two minutes or less with our easy gift wrap ideas! Using our festive range of wrap, ribbons and tags, you’ll have your Christmas wrapping complete in no time. Get ahead of the big day – shop gift wrap today: http://po.st/GiftWrap #MyMarksFave",November 30 at 10:00 AM,8 Comments20 Shares49K Views,214,MarksandSpencer
82,"When it comes to festive indulgences, do you prefer your chocolate to shimmer or shine? Either way, we have something for everyone this Christmas! #MyMarksFave",November 29 at 3:13 PM,53 Comments22 Shares,239,MarksandSpencer
83,"When it comes to festive indulgences, do you prefer your chocolate to shimmer or shine? Either way, we have something for everyone this Christmas! #MyMarksFave",November 29 at 3:13 PM,53 Comments22 Shares,239,MarksandSpencer
84,"Chocolate lovers unite! Regardless of if you’re a connoisseur or enjoy the sweet variety, there’s something for everyone this Christmas — and what better a pairing than the festive season and chocolate? For more chocolate-inspired gifting ideas, read this piece courtesy of our food editor > http://po.st/ChocolateGifting #MyMarksFave",November 29 at 10:12 AM,10 Comments17 Shares,244,MarksandSpencer
85,"Chocolate lovers unite! Regardless of if you’re a connoisseur or enjoy the sweet variety, there’s something for everyone this Christmas — and what better a pairing than the festive season and chocolate? For more chocolate-inspired gifting ideas, read this piece courtesy of our food editor > http://po.st/ChocolateGifting #MyMarksFave",November 29 at 10:12 AM,10 Comments17 Shares,244,MarksandSpencer
86,"Need an impressive festive dessert? @BBCGoodFood crowned our The Collection Belgian Chocolate & Cherry Dessert the best centrepiece dessert in this year’s Christmas Taste Awards! Layers of Belgian chocolate mousse surround chocolate sponge, dark and white chocolate mousse and a tart cherry compote centre. Order via our online Food to Order service in time for Christmas.",November 28 at 4:00 PM,673 Comments411 Shares,8.5K,MarksandSpencer
87,"Need an impressive festive dessert? @BBCGoodFood crowned our The Collection Belgian Chocolate & Cherry Dessert the best centrepiece dessert in this year’s Christmas Taste Awards! Layers of Belgian chocolate mousse surround chocolate sponge, dark and white chocolate mousse and a tart cherry compote centre. Order via our online Food to Order service in time for Christmas.",November 28 at 4:00 PM,673 Comments411 Shares,8.5K,MarksandSpencer
88,Our exclusive David Gandy for Autograph sleepwear range makes a great gift for men this Christmas. These pyjama bottoms are indulgently soft and are designed with added stretch and a drawstring waist to ensure a seriously comfy fit. Available in denim blue and dark purple. Shop Now > http://po.st/DG-PJBottoms,November 28 at 12:55 PM,"1.6K Comments1,607 Shares",4.6K,MarksandSpencer
89,Our exclusive David Gandy for Autograph sleepwear range makes a great gift for men this Christmas. These pyjama bottoms are indulgently soft and are designed with added stretch and a drawstring waist to ensure a seriously comfy fit. Available in denim blue and dark purple. Shop Now > http://po.st/DG-PJBottoms,November 28 at 12:55 PM,"1.6K Comments1,607 Shares",4.6K,MarksandSpencer
90,With Christmas just around the corner it’s the perfect time to start giving your home a festive twist. Our new printed bedding (hello robins 😍) will help you do just that. Team with a chunky knit throw with tassel detailing and you’re all set for a cosy Christmas period. Shop now > http://po.st/RobinBeddingSet,November 28 at 11:21 AM,55 Comments25 Shares,619,MarksandSpencer
91,With Christmas just around the corner it’s the perfect time to start giving your home a festive twist. Our new printed bedding (hello robins 😍) will help you do just that. Team with a chunky knit throw with tassel detailing and you’re all set for a cosy Christmas period. Shop now > http://po.st/RobinBeddingSet,November 28 at 11:21 AM,55 Comments25 Shares,619,MarksandSpencer
92,"Our panel of foodie tasters are back, and this time they're joined by a special mystery guest, just in time for Christmas party season! Can you guess who it is? Watch the latest episode of What's New at M&S Food on our Facebook profile to find out, and see our tasters pick their favourites from our delicious new selection of party food and festive treats. Pop into your local M&S to discover your Christmas favourite, and join the conversation using #MyMarksFave 🎄",November 28 at 9:06 AM,179 Comments18 Shares,356,MarksandSpencer
93,"Our panel of foodie tasters are back, and this time they're joined by a special mystery guest, just in time for Christmas party season! Can you guess who it is? Watch the latest episode of What's New at M&S Food on our Facebook profile to find out, and see our tasters pick their favourites from our delicious new selection of party food and festive treats. Pop into your local M&S to discover your Christmas favourite, and join the conversation using #MyMarksFave 🎄",November 28 at 9:06 AM,179 Comments18 Shares,356,MarksandSpencer
94,"Our favourite foodie tasters are back, and this time they're joined by a special mystery guest, just in time for Christmas party season! Can you guess who it is? Watch the latest episode of What's New at M&S Food to find out, and see our celebrity tasters pick their favourites from our delicious new selection of party food and festive treats 🎄Pop into your local M&S to discover your Christmas favourite, and tell us your favourite using #MyMarksFave",November 28 at 9:00 AM,321 Comments509 Shares477K Views,2.4K,MarksandSpencer
