,Post_Content,Date,Comments_Shares,All_Responses,Brand
61,"No need for scented candles, fill your house (and stomach) with the smell of Christmas with these Deluxe cheese bakes.

In store now
While stocks last, price correct as of 05/12/2018",December 5 at 5:00 PM,391 Comments57 Shares,373,lidluk
62,"No need for scented candles, fill your house (and stomach) with the smell of Christmas with these Deluxe cheese bakes.

In store now
While stocks last, price correct as of 05/12/2018",December 5 at 5:00 PM,391 Comments57 Shares,373,lidluk
63,"On my feet,
thanks for keeping in the heat.

In store tomorrow for £4.99 per pair.
While stocks last, price correct as of 05/12/2018.",December 5 at 1:00 PM,47 Comments15 Shares,133,lidluk
64,"On my feet,
thanks for keeping in the heat.

In store tomorrow for £4.99 per pair.
While stocks last, price correct as of 05/12/2018.",December 5 at 1:00 PM,47 Comments15 Shares,133,lidluk
65,"There's nothing mini about the flavour packed in to these Deluxe Cheesecakes.
In store now
While stocks last, Price correct as of 04/12/2018",December 4 at 9:00 PM,29 Comments9 Shares,143,lidluk
66,"There's nothing mini about the flavour packed in to these Deluxe Cheesecakes.
In store now
While stocks last, Price correct as of 04/12/2018",December 4 at 9:00 PM,29 Comments9 Shares,143,lidluk
67,"Get geared up and ready for your battle royale sessions with these excellent gaming accessories. In store Thursday 6th December.

Find out more here - https://www.lidl.co.uk/en/MiddleofLidl.htm?id=891&week=2

While stocks last. Price correct as of 04/12/18.",December 4 at 4:00 PM,31 Comments10 Shares,72,lidluk
68,"Get geared up and ready for your battle royale sessions with these excellent gaming accessories. In store Thursday 6th December.

Find out more here - https://www.lidl.co.uk/en/MiddleofLidl.htm?id=891&week=2

While stocks last. Price correct as of 04/12/18.",December 4 at 4:00 PM,31 Comments10 Shares,72,lidluk
69,"As part of our mission to upgrade the nation’s Christmas, we thought this Waitrose ad could do with a Lidl upgrade...",December 4 at 11:36 AM,124 Comments94 Shares,1.4K,lidluk
70,"As part of our mission to upgrade the nation’s Christmas, we thought this Waitrose ad could do with a Lidl upgrade...",December 4 at 11:36 AM,124 Comments94 Shares,1.4K,lidluk
71,"As part of our mission to upgrade the nation’s Christmas, we thought we’d help some of our competitors upgrade their poster ads.
You’re welcome, M&S!",December 4 at 11:32 AM,235 Comments223 Shares,2.6K,lidluk
72,"As part of our mission to upgrade the nation’s Christmas, we thought we’d help some of our competitors upgrade their poster ads.
You’re welcome, M&S!",December 4 at 11:32 AM,235 Comments223 Shares,2.6K,lidluk
73,"With this Deluxe hand finished pudding Yule be the talk of the town.

In store now.
While stocks last, price correct as of 03/12/2018.",December 3 at 7:00 PM,80 Comments21 Shares,254,lidluk
74,"With this Deluxe hand finished pudding Yule be the talk of the town.

In store now.
While stocks last, price correct as of 03/12/2018.",December 3 at 7:00 PM,80 Comments21 Shares,254,lidluk
75,"Keep your Lidl 'uns warm this winter with our range of fleece hoodies and jumpers.

In store Thursday 6th December.
While stocks last, price correct as of 03/12/2018.",December 3 at 5:00 PM,82 Comments34 Shares,213,lidluk
76,"Keep your Lidl 'uns warm this winter with our range of fleece hoodies and jumpers.

In store Thursday 6th December.
While stocks last, price correct as of 03/12/2018.",December 3 at 5:00 PM,82 Comments34 Shares,213,lidluk
77,"✅ We sell real Nordmann Christmas trees at only £19.99.
✅ You can track where they come from!

(Tree-mendous, right?)
...
See More",December 3 at 2:05 PM,16 Comments15 Shares24K Views,73,lidluk
78,"✅ We sell real Nordmann Christmas trees at only £19.99.
✅ You can track where they come from!

(Tree-mendous, right?)
...
See More",December 3 at 2:05 PM,16 Comments15 Shares24K Views,73,lidluk
79,"We've got this year's Christmas Pudding all wrapped up.

In store now.
While stocks last, price correct as of 02/12/2018.",December 2 at 7:00 PM,25 Comments8 Shares,110,lidluk
80,"We've got this year's Christmas Pudding all wrapped up.

In store now.
While stocks last, price correct as of 02/12/2018.",December 2 at 7:00 PM,25 Comments8 Shares,110,lidluk
81,"It shouldn't be hard to find a placeholder in your heart for these cuddly toys.

In store now.
While stocks last, price correct as of 02/12/2018.",December 2 at 5:00 PM,226 Comments42 Shares,232,lidluk
82,"It shouldn't be hard to find a placeholder in your heart for these cuddly toys.

In store now.
While stocks last, price correct as of 02/12/2018.",December 2 at 5:00 PM,226 Comments42 Shares,232,lidluk
83,"The best traditions never go out of style. 25p from every pack of these Christmas cards sold is donated to the NSPCC.

While stocks last. Price correct as of 02/12/18.",December 2 at 3:00 PM,2 Comments7 Shares,77,lidluk
84,"The best traditions never go out of style. 25p from every pack of these Christmas cards sold is donated to the NSPCC.

While stocks last. Price correct as of 02/12/18.",December 2 at 3:00 PM,2 Comments7 Shares,77,lidluk
85,"Hours of fun, and years of discipline await. Kids' Boxing Set in store now for £9.99.

While stocks last, price correct as of 02/12/2018.",December 2 at 1:00 PM,73 Comments17 Shares,66,lidluk
86,"Hours of fun, and years of discipline await. Kids' Boxing Set in store now for £9.99.

While stocks last, price correct as of 02/12/2018.",December 2 at 1:00 PM,73 Comments17 Shares,66,lidluk
87,"Upgrade dessert like an absolute champion with this spectacular Golden Hazelnut Sponge cake. How would you upgrade your Christmas? #LidlChristmasUpgrades

In store now.
While stocks last, price correct as of 01/12/2018.",December 1 at 5:00 PM,69 Comments22 Shares,129,lidluk
88,"Upgrade dessert like an absolute champion with this spectacular Golden Hazelnut Sponge cake. How would you upgrade your Christmas? #LidlChristmasUpgrades

In store now.
While stocks last, price correct as of 01/12/2018.",December 1 at 5:00 PM,69 Comments22 Shares,129,lidluk
89,"🎶 We'll fly, we'll fly all day 🎶
Fly on down and pick up the present that everyone will want a go on.

In store Sunday 2nd December.
While stocks last, price correct as of 01/12/2018.",December 1 at 1:00 PM,37 Comments10 Shares,72,lidluk
90,"🎶 We'll fly, we'll fly all day 🎶
Fly on down and pick up the present that everyone will want a go on.

In store Sunday 2nd December.
While stocks last, price correct as of 01/12/2018.",December 1 at 1:00 PM,37 Comments10 Shares,72,lidluk
91,"Whisk(y) someone off their feet this Christmas with this Ben Bracken Mini Pack.

While stocks last. Price correct as of 30/11/18.",November 30 at 5:00 PM,15 Comments14 Shares,104,lidluk
92,"Whisk(y) someone off their feet this Christmas with this Ben Bracken Mini Pack.

While stocks last. Price correct as of 30/11/18.",November 30 at 5:00 PM,15 Comments14 Shares,104,lidluk
93,Ring the bell! Red peppers are only 39p each until 5th December as part of our Pick of the Week.,November 30 at 4:57 PM,12 Comments5 Shares,86,lidluk
94,Ring the bell! Red peppers are only 39p each until 5th December as part of our Pick of the Week.,November 30 at 4:57 PM,12 Comments5 Shares,86,lidluk
95,"Make light work of the Christmas mess with our wet and dry vacuum cleaner.

In store now.
While stocks last, price correct as of 30/11/2018.",November 30 at 1:00 PM,48 Comments16 Shares,159,lidluk
96,"Make light work of the Christmas mess with our wet and dry vacuum cleaner.

In store now.
While stocks last, price correct as of 30/11/2018.",November 30 at 1:00 PM,48 Comments16 Shares,159,lidluk
97,"Make all other gift givers salty this Christmas with our new Salt Crystal Bowl.

Find out more here: https://www.lidl.co.uk/en/MiddleofLidl.htm…

In store today....
See More",November 29 at 4:22 PM,53 Comments15 Shares,136,lidluk
98,"Make all other gift givers salty this Christmas with our new Salt Crystal Bowl.

Find out more here: https://www.lidl.co.uk/en/MiddleofLidl.htm…

In store today....
See More",November 29 at 4:22 PM,53 Comments15 Shares,136,lidluk
99,"Be good, and Santa might just bring you some of these deliciously indulgent Deluxe Truffles. Otherwise, you know where to find them...

In store now from £2.99.
While stocks last. Price correct as of 28/11/18.",November 28 at 6:00 PM,9 Comments7 Shares,114,lidluk
100,"Be good, and Santa might just bring you some of these deliciously indulgent Deluxe Truffles. Otherwise, you know where to find them...

In store now from £2.99.
While stocks last. Price correct as of 28/11/18.",November 28 at 6:00 PM,9 Comments7 Shares,114,lidluk
101,"We know that Christmas can be a difficult time for those suffering from loneliness, and we're proud to be partnered with charities and community projects up and down the country that are doing incredible work bringing people together.
For some, a shared Christmas meal is too important to be left to chance, which is why we are donating thousands of Christmas dinners through our Feed it Back network with neighbourly
We know that this is an important topic all year round, and any community projects or local charities that would benefit from partnering with one of our stores throughout the year, can find out more here: https://www.neighbourly.com/FeedItBack",November 28 at 5:57 PM,76 Comments272 Shares,863,lidluk
102,"We know that Christmas can be a difficult time for those suffering from loneliness, and we're proud to be partnered with charities and community projects up and down the country that are doing incredible work bringing people together.
For some, a shared Christmas meal is too important to be left to chance, which is why we are donating thousands of Christmas dinners through our Feed it Back network with neighbourly
We know that this is an important topic all year round, and any community projects or local charities that would benefit from partnering with one of our stores throughout the year, can find out more here: https://www.neighbourly.com/FeedItBack",November 28 at 5:57 PM,76 Comments272 Shares,863,lidluk
103,"Chewy meringue – bam! Whipped cream – bam! Strawberries – bam! This is the only kind of (Eton) mess we can't get enough of.

In store now.
While stocks last. Price correct as of 28/11/18.",November 28 at 1:00 PM,66 Comments15 Shares,211,lidluk
104,"Chewy meringue – bam! Whipped cream – bam! Strawberries – bam! This is the only kind of (Eton) mess we can't get enough of.

In store now.
While stocks last. Price correct as of 28/11/18.",November 28 at 1:00 PM,66 Comments15 Shares,211,lidluk
105,"It's Christmas, you're supposed to eat all the pies!

In store now.
While stocks last. Price correct as of 27/11/18.",November 27 at 5:00 PM,89 Comments28 Shares,239,lidluk
106,"It's Christmas, you're supposed to eat all the pies!

In store now.
While stocks last. Price correct as of 27/11/18.",November 27 at 5:00 PM,89 Comments28 Shares,239,lidluk
107,"Enjoy the moment of awe and silence when you reveal these Deluxe Belgian Chocolate Sponge Cakes during your celebrations.

In store now.
While stocks last, price correct as of 27/11/2018.",November 27 at 1:00 PM,60 Comments16 Shares,183,lidluk
108,"Enjoy the moment of awe and silence when you reveal these Deluxe Belgian Chocolate Sponge Cakes during your celebrations.

In store now.
While stocks last, price correct as of 27/11/2018.",November 27 at 1:00 PM,60 Comments16 Shares,183,lidluk
109,"Hold on a Triple Sec! Don't miss out on this selection of Deluxe liqueurs for your Christmas celebrations.

In store now.
While stocks last, price correct as of 26/11/2018.",November 26 at 5:00 PM,99 Comments31 Shares,199,lidluk
110,"Hold on a Triple Sec! Don't miss out on this selection of Deluxe liqueurs for your Christmas celebrations.

In store now.
While stocks last, price correct as of 26/11/2018.",November 26 at 5:00 PM,99 Comments31 Shares,199,lidluk
111,"Earlier this year, some very talented Lidl 'uns got a chance to design artwork for our new Funsize Snack Cucumbers. Naturally, they did an excellent job.
There can only be one winner though. And the final choice is up to you. Vote for your favourite by midday on Wednesday 28th November using the reactions below.",November 26 at 4:09 PM,220 Comments69 Shares,3.1K,lidluk
112,"Earlier this year, some very talented Lidl 'uns got a chance to design artwork for our new Funsize Snack Cucumbers. Naturally, they did an excellent job.
There can only be one winner though. And the final choice is up to you. Vote for your favourite by midday on Wednesday 28th November using the reactions below.",November 26 at 4:09 PM,220 Comments69 Shares,3.1K,lidluk
113,"Deck the gingerbread halls! Our Favorina Gingerbread House kit is in store now for £4.99.

While stocks last. Price correct as of 26/11/18.",November 26 at 1:30 PM,71 Comments24 Shares,168,lidluk
114,"Deck the gingerbread halls! Our Favorina Gingerbread House kit is in store now for £4.99.

While stocks last. Price correct as of 26/11/18.",November 26 at 1:30 PM,71 Comments24 Shares,168,lidluk
115,"These string lights are a must for Christmas decorations with 25p per pack going to the NSPCC.

While stocks last. Price correct as of 25/11/18.",November 25 at 7:00 PM,20 Comments12 Shares,159,lidluk
116,"These string lights are a must for Christmas decorations with 25p per pack going to the NSPCC.

While stocks last. Price correct as of 25/11/18.",November 25 at 7:00 PM,20 Comments12 Shares,159,lidluk
117,"Turn this blank canvas into your own beautifully festive creation.

In store now.
While stocks last. Price correct as of 25/11/18.",November 25 at 5:00 PM,28 Comments5 Shares,64,lidluk
118,"Turn this blank canvas into your own beautifully festive creation.

In store now.
While stocks last. Price correct as of 25/11/18.",November 25 at 5:00 PM,28 Comments5 Shares,64,lidluk
119,"Yep, we're selling a fireplace. What a time to be alive.
Fireplace surround: £34.99
Stockings: £2.99 each...

See More",November 25 at 1:00 PM,40 Comments16 Shares,165,lidluk
120,"Yep, we're selling a fireplace. What a time to be alive.
Fireplace surround: £34.99
Stockings: £2.99 each...

See More",November 25 at 1:00 PM,40 Comments16 Shares,165,lidluk
121,"Liven up the spread this Christmas with these incredible Deluxe Stollen bites with Jamaican rum.

In store now.
While stocks last, price correct as of 25/11/2018",November 25 at 11:00 AM,45 Comments20 Shares,175,lidluk
122,"Liven up the spread this Christmas with these incredible Deluxe Stollen bites with Jamaican rum.

In store now.
While stocks last, price correct as of 25/11/2018",November 25 at 11:00 AM,45 Comments20 Shares,175,lidluk
123,"Our Deluxe Wellington is filled to the brim with butternut squash & goat's cheese greatness. Some might say it's the Greatest Of All Time...

In store now.
While stocks last. Price correct as of 24/11/18.",November 24 at 5:00 PM,94 Comments39 Shares,255,lidluk
124,"Our Deluxe Wellington is filled to the brim with butternut squash & goat's cheese greatness. Some might say it's the Greatest Of All Time...

In store now.
While stocks last. Price correct as of 24/11/18.",November 24 at 5:00 PM,94 Comments39 Shares,255,lidluk
125,"🎶All I want for Christmas is these two wreaths🎶

In store Sunday 25th November
While stocks last, price correct as of 24/11/2018",November 24 at 1:00 PM,54 Comments14 Shares,204,lidluk
126,"🎶All I want for Christmas is these two wreaths🎶

In store Sunday 25th November
While stocks last, price correct as of 24/11/2018",November 24 at 1:00 PM,54 Comments14 Shares,204,lidluk
127,Ollie took the reins of his Christmas by getting real reindeer. How would you make Christmas a Lidl special?,November 24 at 12:19 PM,12 Comments11 Shares25K Views,62,lidluk
128,Ollie took the reins of his Christmas by getting real reindeer. How would you make Christmas a Lidl special?,November 24 at 12:19 PM,12 Comments11 Shares25K Views,62,lidluk
129,"The yard stick against which all other chorizos are measured.
In store now, while stocks last. Price correct 23/11/2018",November 23 at 5:41 PM,328 Comments26 Shares,157,lidluk
130,"The yard stick against which all other chorizos are measured.
In store now, while stocks last. Price correct 23/11/2018",November 23 at 5:41 PM,328 Comments26 Shares,157,lidluk
131,"Our guest of honour is here! Hortus is going festive with this gingerbread gin liqueur.

In store now.
While stocks last. Price correct as of 23/11/18.",November 23 at 5:00 PM,1.5K Comments487 Shares,1.3K,lidluk
132,"Our guest of honour is here! Hortus is going festive with this gingerbread gin liqueur.

In store now.
While stocks last. Price correct as of 23/11/18.",November 23 at 5:00 PM,1.5K Comments487 Shares,1.3K,lidluk
133,"Mince Pie – 😮
Baklava – 😲
Mince Pie Baklava... 😱

In store now....
See More",November 23 at 1:50 PM,469 Comments102 Shares,613,lidluk
134,"Mince Pie – 😮
Baklava – 😲
Mince Pie Baklava... 😱

In store now....
See More",November 23 at 1:50 PM,469 Comments102 Shares,613,lidluk
135,"Black Friday Update!
We can confirm that all of the Toshiba 43” TVs are now sold out.",November 23 at 10:04 AM,205 Comments48 Shares,352,lidluk
136,"Black Friday Update!
We can confirm that all of the Toshiba 43” TVs are now sold out.",November 23 at 10:04 AM,205 Comments48 Shares,352,lidluk
137,"...tell me these Deluxe Chocolate Orange sweet little pies are in store now.
(They are)

While stocks last. Price correct as of 22/11/18.",November 22 at 7:00 PM,455 Comments103 Shares,489,lidluk
138,"...tell me these Deluxe Chocolate Orange sweet little pies are in store now.
(They are)

While stocks last. Price correct as of 22/11/18.",November 22 at 7:00 PM,455 Comments103 Shares,489,lidluk
139,"We want the lobster, the whole lobster, and nothing but the lobster! Deluxe MSC Whole Lobsters, in store now for £5.49.
While stocks last. Price correct as of 22/11/18.",November 22 at 5:10 PM,104 Comments26 Shares,165,lidluk
140,"We want the lobster, the whole lobster, and nothing but the lobster! Deluxe MSC Whole Lobsters, in store now for £5.49.
While stocks last. Price correct as of 22/11/18.",November 22 at 5:10 PM,104 Comments26 Shares,165,lidluk
141,"Christmas jumpers aren't the be all and end all of Christmas attire. Get your legs in festive mode with these fabulous Christmas leggings.

In store now.
While stocks last. Price correct as of 22/11/18.",November 22 at 1:00 PM,338 Comments84 Shares,491,lidluk
142,"Christmas jumpers aren't the be all and end all of Christmas attire. Get your legs in festive mode with these fabulous Christmas leggings.

In store now.
While stocks last. Price correct as of 22/11/18.",November 22 at 1:00 PM,338 Comments84 Shares,491,lidluk
143,This is LIT! Tell us how you’re going to upgrade your Christmas. We’ll make it a Lidl special. #LidlChristmasUpgrades,November 21 at 2:54 PM,95 Comments25 Shares46K Views,164,lidluk
144,This is LIT! Tell us how you’re going to upgrade your Christmas. We’ll make it a Lidl special. #LidlChristmasUpgrades,November 21 at 2:54 PM,95 Comments25 Shares46K Views,164,lidluk
145,"Wear your excitement on your sleeves with these fun Christmas jumpers. Available in adult and kids' sizes.
In store Thursday 22nd November.

While stocks last. Price correct as of 20/11/2018.",November 20 at 1:00 PM,47 Comments15 Shares,158,lidluk
146,"Wear your excitement on your sleeves with these fun Christmas jumpers. Available in adult and kids' sizes.
In store Thursday 22nd November.

While stocks last. Price correct as of 20/11/2018.",November 20 at 1:00 PM,47 Comments15 Shares,158,lidluk
147,"Make sure the little one celebrates their first Christmas in style.

In store Thursday 22nd November.
While stocks last. Price correct as of 19/11/18.",November 19 at 1:00 PM,664 Comments143 Shares,498,lidluk
148,"Make sure the little one celebrates their first Christmas in style.

In store Thursday 22nd November.
While stocks last. Price correct as of 19/11/18.",November 19 at 1:00 PM,664 Comments143 Shares,498,lidluk
149,"Change everything you think you know about gluten free desserts when you get a taste of our Favorina gluten free range.

In store Thursday 22nd November.
While stocks last. Price correct as of 18/11/18.",November 18 at 5:00 PM,182 Comments103 Shares,259,lidluk
150,"Change everything you think you know about gluten free desserts when you get a taste of our Favorina gluten free range.

In store Thursday 22nd November.
While stocks last. Price correct as of 18/11/18.",November 18 at 5:00 PM,182 Comments103 Shares,259,lidluk
151,"Sugar, spice and all things nice. That's what this Deluxe butter fudge is made of.
In store now. While stocks last. Price correct as of 18/11/18.",November 18 at 1:00 PM,33 Comments14 Shares,208,lidluk
