,Post_Content,Date,Comments_Shares,All_Responses,Brand
90,All the cheeeeese 🤤🧀,September 11,"3.6K Comments1,291 Shares2M Views",3.8K,Sainsburys
92,Pie season is upon us! Try Sainsbury’s magazine’s tasty chicken and leek pie with crispy potato topping. Get the recipe: http://bit.ly/2NoQjvC,September 6,167 Comments148 Shares,527,Sainsburys
94,"It’s cake week! There’s two showstoppers, but you can only pick one… 🤔",September 4,649 Comments431 Shares,7.1K,Sainsburys
96,If summer were a pud it would be Sainsbury’s magazine’s super-easy strawberry cheesecake bowl. Get the recipe: http://bit.ly/2MLZyWv,September 1,54 Comments34 Shares29K Views,290,Sainsburys
98,"Get your hands on Sainsbury’s magazine’s thrifty issue, packed with clever ways to help you save money. Don't miss midweek meals from 62p per serving, delicious cookie dough recipes and epic pies for autumn – OUT NOW! Take a peek here: http://bit.ly/2NfiASg",August 30,51 Comments20 Shares29K Views,224,Sainsburys
100,Got to be beans on toast for us...😏,August 29,66 Comments23 Shares620K Views,287,Sainsburys
102,"Inspired by the classic ploughman’s lunch, these yummy scones are packed with cheese and pickle. Get the Sainsbury’s magazine recipe: http://bit.ly/2MEMgLE",August 25,164 Comments139 Shares34K Views,365,Sainsburys
104,"Gaynor, we think you’re a star ⭐",August 23,160 Comments133 Shares282K Views,826,Sainsburys
106,"This chicken kiev traybake has all the flavours of the breaded treat… but is ready in 30 minutes. Winner, winner, chicken dinner! Get the Sainsbury’s magazine recipe: http://bit.ly/2MoqcW0",August 22,63 Comments51 Shares,239,Sainsburys
108,That friend who doesn’t want to admit their holiday’s over...,August 20,82 Comments24 Shares426K Views,328,Sainsburys
110,Serve this gorgeous cherry pound cake with cherry compote and lots of clotted cream – delightful. Get the Sainsbury’s magazine recipe: http://bit.ly/2nmKT5T,August 19,41 Comments35 Shares,272,Sainsburys
112,"Ham, egg and chips gets a jazzy makeover in this tasty frittata. Serve it for brunch or dinner! Get the Sainsbury’s magazine recipe: http://bit.ly/2nCP4L7",August 17,382 Comments196 Shares89K Views,391,Sainsburys
116,"It’s time for a big park clean up 💪🌳
Want to get involved? Send a pic of you tidying up your local park and we'll add some free ice cream to your next online shop.
https://bit.ly/2nBEOTe",August 15,144 Comments320 Shares1M Views,1.7K,Sainsburys
118,"Eccles cakes are a British classic, delicious with a cup of tea or a hunk of cheese! Get Sainsbury’s magazine’s recipe: http://bit.ly/2n7xZZd",August 12,150 Comments303 Shares36K Views,431,Sainsburys
120,"This Italian veggie tart is packed with vibrant Mediterranean flavours. Get the Sainsbury’s magazine recipe:
http://bit.ly/2KhW6Ol",August 8,84 Comments63 Shares18K Views,224,Sainsburys
122,Bangers and mash gets a summer makeover with this easy traybake. Get the Sainsbury’s magazine recipe: http://bit.ly/2Kir2Ob,August 5,54 Comments113 Shares,384,Sainsburys
124,"Get set for a super-tasty August with the latest issue of Sainsbury’s magazine, packed with 47 new recipes including gorgeous fruity puds, posh picnic treats, twists on pub classics and LOADS more! Get your copy OUT NOW http://bit.ly/2OAFTae",August 2,47 Comments13 Shares13K Views,113,Sainsburys
126,BET you can’t guess all 3 correctly 🥗🍰🍉,August 1,192 Comments44 Shares353K Views,412,Sainsburys
128,Tiramisu gets a fruity makeover with everyone’s fave summer tipple. Get the Sainsbury’s magazine recipe: http://bit.ly/2uKklig,July 27,300 Comments225 Shares65K Views,533,Sainsburys
130,Add a spoonful of mild goats’ cheese to this red pepper risotto for some midweek indulgence. Get the Sainsbury’s magazine recipe: http://bit.ly/2Lk4ql0,July 25,20 Comments15 Shares,85,Sainsburys
132,Heatwave hack.… because we live in a hot country now 😜,July 23,274 Comments264 Shares122K Views,524,Sainsburys
134,Spice up your barbecue with Sainsbury’s magazine’s chilli paneer skewers. The Indian cheese is brilliant at soaking up big flavours. Get the recipe: http://bit.ly/2KTI5LQ,July 20,47 Comments13 Shares,124,Sainsburys
136,"Hands up for a MILLIONAIRE’S SHORTBREAD ICE LOLLY? Get the Sainsbury’s magazine recipe:
http://bit.ly/2NcQc2I",July 18,121 Comments54 Shares,427,Sainsburys
138,There is a right answer btw… 🍌,July 16,156 Comments19 Shares76K Views,247,Sainsburys
140,Courgettes give this summery elderflower cake a lovely texture. Get the Sainsbury’s magazine recipe: http://bit.ly/2L0cXtb,July 14,104 Comments95 Shares,288,Sainsburys
142,"Put Sainsbury’s magazine’s summer caprese focaccia, topped with mozzarella, tomatoes and basil on your baking to-do list. It makes a great side to a barbecue! Get the recipe: http://bit.ly/2zfiQOq",July 13,24 Comments8 Shares,90,Sainsburys
144,Beat the heat with this c-c-coool hack ☀,July 12,"1K Comments1,228 Shares306K Views",1.3K,Sainsburys
146,"Clotted cream replaces butter in this delightful apple traybake from Sainsbury’s magazine. Pop the kettle on! Get the recipe here:
http://bit.ly/2KiRj3S",July 7,101 Comments208 Shares46K Views,459,Sainsburys
148,"Sainsbury’s magazine’s July issue has clotted cream bakes, sizzling new sausage recipes, ice lollies to keep you cool, an epic Indian barbecue menu plus loads more. Get your copy OUT NOW! http://bit.ly/2KiRc8s",July 4,31 Comments10 Shares18K Views,128,Sainsburys
150,Sainsbury’s magazine’s cherry Bakewell blondies are a divine fusion of almondy Bakewell tart and butterscotch-like blondies – get baking! http://bit.ly/2Kt95gP,June 30,193 Comments210 Shares27K Views,515,Sainsburys
152,Sainsbury’s magazine’s veggie lasagne rolls are super-cheesy and a fun twist on a classic. You’ve just got to roll with it! Get the recipe: http://bit.ly/2KhsogW,June 28,37 Comments22 Shares,120,Sainsburys
154,Say hello to your new favourite healthier bake – this delicious lemon-blueberry muffin cake has less than a tablespoon of sugar per serving. Get the Sainsbury’s magazine recipe: http://bit.ly/2lp7s8R,June 24,117 Comments150 Shares,607,Sainsburys
156,World Cup snacking goals = Sainsbury’s magazine’s Mexican grilled corn nachos. Get the recipe: http://bit.ly/2l9Mzyx,June 22,106 Comments34 Shares49K Views,190,Sainsburys
158,🚨Cuteness alert🚨 Our Ripley store in Derbyshire had a very important visitor recently 🤗,June 21,"531 Comments1,121 Shares697K Views",6.8K,Sainsburys
160,Strawberries + cream + meringue = the ultimate summer pud! Get Sainsbury’s magazine’s Eton mess roulade recipe: http://bit.ly/2LJ7lQR,June 16,195 Comments257 Shares45K Views,765,Sainsburys
162,"That's right, we sell kombucha now. You've never tasted anything like it 😍 No1Kombucha",June 15,102 Comments34 Shares196K Views,276,Sainsburys
164,Cooking this retro deep-dish pizza in a frying pan makes a super-crisp base and fluffy crust. Don't miss out on the dipping sauce! Get Sainsbury’s magazine’s recipe: http://bit.ly/2HH8sOG,June 13,76 Comments32 Shares27K Views,145,Sainsburys
166,Hands up Team Houmous 🙋,June 11,776 Comments153 Shares728K Views,2K,Sainsburys
168,"Bananas, peanuts and chocolate come together in one scrumptious cake. Get the Sainsbury’s magazine recipe: http://bit.ly/2sF20Sv",June 10,209 Comments249 Shares43K Views,546,Sainsburys
170,"Three cheers for summer and the June issue of Sainsbury’s magazine, OUT NOW! Featuring 43 new recipes including fruity puds, delicious pizzas, ultimate sharing nachos and loads more. See a sneak peek here: http://bit.ly/2sBSgbZ",June 8,21 Comments5 Shares7K Views,89,Sainsburys
172,First Father's Day coming up? Here's to yours featuring a cheeky snooze 🙏🤗👶,June 6,"2.4K Comments2,708 Shares893K Views",9.1K,Sainsburys
174,Tottenham cake is a simple sponge topped with a pink raspberry icing and a sprinkle of desiccated coconut! Get the Sainsbury’s magazine recipe: http://bit.ly/2H2xXcW,June 3,210 Comments221 Shares,872,Sainsburys
176,Take brunch to the next level and serve this GIANT bacon jam rosti with crispy fried eggs for a weekend treat. Get the Sainsbury’s magazine recipe: http://bit.ly/2IWAkDZ,June 1,71 Comments39 Shares41K Views,152,Sainsburys
178,"Rippled with Nutella, these impressive brioche swirls are delicious for brunch. Serve with extra Nutella if you dare! Get the Sainsbury’s magazine recipe: http://bit.ly/2IsU51v",May 27,58 Comments21 Shares,104,Sainsburys
180,Your bank holiday weekend needs Sainsbury’s magazine’s mega meatball lasagne. Get the recipe: http://bit.ly/2IxXFHA,May 24,609 Comments316 Shares57K Views,763,Sainsburys
184,Does bad weather put you in a bad mood? Are you getting enough sleep? Take our quick quiz to find out how well you’re living compared to the rest of the nation 🇬🇧,May 22,38 Comments13 Shares,172,Sainsburys
186,Everyone loves a Bourbon biscuit! And now you can make your own with Sainsbury’s magazine’s yummy recipe: http://bit.ly/2I3kFCg,May 20,270 Comments222 Shares67K Views,473,Sainsburys
188,Chocolate and salted caramel is always a winner! Bake Sainsbury’s magazine’s nutty chocolate and caramel traybake for a sweet treat. Get the recipe: http://bit.ly/2wbAbXc,May 11,96 Comments77 Shares35K Views,293,Sainsburys
190,You won't believe this frozen berry and coconut cheesecake is vegan! It makes a deliciously refreshing end to a meal. Get the Sainsbury’s magazine recipe: http://bit.ly/2weE65y,May 7,227 Comments152 Shares,580,Sainsburys
192,"Don't miss Sainsbury’s magazine’s May issue, OUT TODAY! Packed with 43 mouthwatering recipes including new lasagne, gin and tonic desserts, epic brunch ideas plus loads more! See a sneak peek here: http://bit.ly/2r6DaKD",May 3,30 Comments6 Shares6.9K Views,100,Sainsburys
194,Form an orderly queue people 🎉😋🎉 Our NEW vegan jackfruit wrap is here!,May 2,515 Comments290 Shares187K Views,918,Sainsburys
196,Try your hand at making Olia Hercules’ vibrant herb and feta stuffed flatbreads. Get the Sainsbury’s magazine recipe: http://bit.ly/2r4XpIA,April 30,64 Comments21 Shares,115,Sainsburys
198,Your lazy weekend needs Sainsbury’s magazine’s mega cheesy Marmite crumpet loaf! Get the recipe: http://bit.ly/2vqMsGG,April 28,"14K Comments7,654 Shares1.2M Views",5.8K,Sainsburys
200,Sainsbury’s magazine’s lemon crumble cake is the best of both baking worlds. Get the zesty recipe for the perfect teatime treat: http://bit.ly/2vv1Thk,April 26,352 Comments538 Shares63K Views,1K,Sainsburys
202,*Blooper alert* You'll definitely want to see these 👀,April 25,25 Comments11 Shares94K Views,276,Sainsburys
204,"Ham, egg and chips gets a makeover in this tasty spring hash from Sainsbury’s magazine. Get the recipe: http://bit.ly/2qsSL7G",April 16,101 Comments48 Shares,282,Sainsburys
206,"Meet Sainsbury’s magazine’s BEST-EVER cake as voted for by readers. Strawberry, passion fruit and white chocolate with a fancy collar finish – isn’t it a beauty? Get the recipe: http://bit.ly/2H1hBVV",April 13,45 Comments32 Shares11K Views,150,Sainsburys
208,"Pack in the veg with Sainsbury’s magazine’s hearty chickpea, cauliflower and squash curry – just add naan! Get the recipe: http://bit.ly/2GVHmXv",April 10,61 Comments38 Shares,224,Sainsburys
210,"Hip hip hooray, Sainsbury’s magazine is 25! Pick up a copy of the April issue OUT NOW, packed with 36 new recipes including funfetti celebration cake, tasty new dishes for the weekend, plus a free bar of Lindt chocolate for every reader! Take a look inside: http://bit.ly/2E2iasN",April 6,36 Comments18 Shares21K Views,208,Sainsburys
212,Baking your way through the weekend? Try this winner 😍,April 5,21 Comments3 Shares742K Views,29,Sainsburys
214,Which shelfie are you?,April 4,392 Comments71 Shares254K Views,471,Sainsburys
216,Baa! A handful of marshmallows turn cupcakes into these cute sheep. Get Sainsbury’s magazine’s recipe: http://bit.ly/2uC4hT2,April 2,124 Comments74 Shares53K Views,284,Sainsburys
218,Easter lunch = sorted thanks to Sainsbury’s magazine’s glorious one-tray spring roast lamb with leeks and Caerphilly. Get the recipe: http://bit.ly/2HWbUFy,March 28,55 Comments33 Shares,251,Sainsburys
222,Everyone has their own roast rules 😉 It's all about strategy,March 25,101 Comments12 Shares78K Views,278,Sainsburys
224,There are two types of people in the world...,March 23,2.6K Comments372 Shares1.3M Views,1.9K,Sainsburys
226,These little piggies are loving life rolling around in salted caramel! Get Sainsbury’s magazine’s fun chocolate cake recipe: http://bit.ly/2tLLOTC,March 22,430 Comments211 Shares135K Views,944,Sainsburys
228,"Hello there, hot cross bun BUTTER! Try this twist on an Easter classic – delicious slathered on toast. Get the Sainsbury’s magazine recipe: http://bit.ly/2tQWhgj",March 20,123 Comments48 Shares37K Views,196,Sainsburys
230,Cheep cheep! How cute are Sainsbury’s magazine’s meringue chicks? Get the Easter recipe here: http://bit.ly/2Hm1Vcl,March 18,69 Comments51 Shares31K Views,293,Sainsburys
232,If you like pina coladas... you’re going to love this fun chocolate bark! It makes a great edible gift for Easter. Get the Sainsbury’s magazine recipe: http://bit.ly/2FEATja,March 15,69 Comments24 Shares44K Views,133,Sainsburys
234,That's the leftover lamb taken care of 😋,March 11,683 Comments340 Shares466K Views,912,Sainsburys
236,Happy Mother's Day to all the legends out there 💖,March 9,"1.3K Comments2,034 Shares2M Views",20K,Sainsburys
238,"Get ready for Easter with Sainsbury’s magazine’s March issue, packed with 40+ new recipes including fun farmyard bakes, hot cross bun butter and one-pan spring roasts. OUT NOW! http://bit.ly/2H8E0x2",March 7,39 Comments5 Shares8K Views,70,Sainsburys
240,"Due the weather where we are, the Social Team have had to go home early to make sure we get home safe. We’ll be back on Facebook and our other social sites ASAP, and will reply to any comments or questions then. For general help or queries, or information on online deliveries, why not try our Help Centre at help.sainsburys.co.uk. Thanks",March 1,236 Comments17 Shares,161,Sainsburys
242,"Turn a pack of lamb meatballs into Sainsbury’s magazine’s tasty Moroccan one-pan with red pepper sauce, on the table in 30 minutes! Get the recipe: http://bit.ly/2HOZ0tU",February 28,45 Comments33 Shares,195,Sainsburys
244,Flapjacks get an upgrade with sticky toffee sauce! Get Sainsbury’s magazine’s super-sweet recipe here: http://bit.ly/2Ev5Fvb,February 25,185 Comments165 Shares53K Views,447,Sainsburys
246,Pleasantly surprised TBH... 😋🥓,February 22,311 Comments48 Shares186K Views,242,Sainsburys
248,Why did the chicken cross the road? Because someone ran out... 😉,February 21,95 Comments104 Shares,688,Sainsburys
250,Say hello to your new favourite packed lunch – so easy and so tasty! Get Sainsbury’s magazine’s prawn noodle jar recipe: http://bit.ly/2CpnhCJ,February 20,72 Comments24 Shares40K Views,186,Sainsburys
252,"Keep going ‘til lunch with Sainsbury’s magazine’s blueberry burst breakfast bars, packed full of the good stuff. Get the recipe: http://bit.ly/2Ehs6E0",February 15,36 Comments17 Shares8K Views,102,Sainsburys
254,You can cook steak with COCOA powder? Who knew 😋Get your steak recipes right here: http://bit.ly/2EplrHX,February 14,98 Comments41 Shares157K Views,189,Sainsburys
256,Love is in the air! Woo your loved one this Valentine’s Day with Sainsbury’s magazine’s gorgeous cardamom-flavoured rhubarb frangipane tart. Get the recipe: http://bit.ly/2CjeSAz,February 13,39 Comments31 Shares15K Views,234,Sainsburys
258,Can you screengrab the pancake when it lands in the circle?,February 12,280 Comments57 Shares381K Views,256,Sainsburys
260,Here’s to puppy love this Valentine’s Day 🐶,February 9,"1.9K Comments3,832 Shares1.6M Views",14K,Sainsburys
262,Looking for something to cheer up your bedroom? Here's how to give it a New Year's makeover: http://bit.ly/2C2FJAT,February 8,20 Comments3 Shares,87,Sainsburys
264,"There’s lots to celebrate in February – find flippin’ good pancake ideas, blood orange recipes and treats for your loved ones in the new issue of Sainsbury’s magazine OUT NOW http://bit.ly/2nwLkv4",February 7,21 Comments6 Shares20K Views,97,Sainsburys
266,Blood oranges have a very short season so make the most of them with Sainsbury’s magazine’s punchy Vietnamese-style crispy duck salad. Get the recipe: http://bit.ly/2nvSAY3,February 5,35 Comments16 Shares,125,Sainsburys
268,It’s like cauliflower cheese but in a SARNIE 😛😛😛 And it’s gluten free. Here’s the full recipe http://bit.ly/2nwismC,February 2,"1.6K Comments1,314 Shares600K Views",2.4K,Sainsburys
270,"Valentine's Day, sorted: http://bit.ly/2neT0BM",February 2,1.5K Comments496 Shares,5.3K,Sainsburys
274,Venison sausages have a robust flavour that work well in this sweet and sticky squash traybake. Get the Sainsbury’s magazine recipe: http://bit.ly/2BvLQNI,January 31,41 Comments14 Shares,182,Sainsburys
276,"If you’ve never made a savoury crumble before, this magnificent ratatouille and mozzarella dish will convert you. A serving is also three of your five-a-day! Get the Sainsbury’s magazine recipe: http://bit.ly/2BwiXkA",January 29,102 Comments57 Shares,322,Sainsburys
278,"All of your fave things to slather on toast, from Nutella to peanut butter, come together in Sainsbury’s magazine’s scrummy cookie recipe: http://bit.ly/2Be49ak",January 26,96 Comments79 Shares55K Views,245,Sainsburys
280,"Bran flakes looking a million dollars? Yes, it is possible. Here's how: http://bit.ly/2BeHuuz",January 25,7 Comments,45,Sainsburys
282,Pearl barley makes this beef one-pot with zesty gremolata super comforting. Get the Sainsbury’s magazine recipe: http://bit.ly/2n6dKvo,January 24,17 Comments12 Shares,82,Sainsburys
284,Here's to your new favourite recipe 😍,January 21,71 Comments17 Shares157K Views,223,Sainsburys
286,January blues aren’t so bad when Sainsbury’s magazine’s toffee apple pie is involved. Get the recipe: http://bit.ly/2mt5ZQ8,January 19,144 Comments185 Shares75K Views,694,Sainsburys
288,Spend more time in bed this weekend and make barista style coffee at home: http://bit.ly/2mw5J2S,January 19,8 Comments6 Shares,130,Sainsburys
290,Sooo satisfying 👀,January 18,1.2K Comments256 Shares398K Views,1.3K,Sainsburys
292,Dive into Sainsbury’s magazine’s hearty bowl of poached chicken and giant couscous broth. Get the recipe: http://bit.ly/2mvtTdK,January 17,42 Comments12 Shares,91,Sainsburys
294,Hands up who wants VEGAN CHILLI for dinner? You can even make it in the slow cooker... http://bit.ly/2jxgdOa,January 16,1.5K Comments689 Shares356K Views,2.2K,Sainsburys
296,Trying to eat less meat? You’ll want these for dinner then.,January 15,398 Comments113 Shares721K Views,947,Sainsburys
298,"💚 Right, who’s halfway through veganuary? This way for epic food inspo http://bit.ly/2CUTm5S",January 14,269 Comments25 Shares167K Views,321,Sainsburys
300,Mexican lime and ginger cordial you say? Legends 🙌 Dry January,January 11,63 Comments5 Shares68K Views,132,Sainsburys
302,"This year, Sainsbury’s magazine is celebrating its 25th birthday – and we’re celebrating with a nostalgia fest. The very first issue from May 1993 had Delia on the cover in her red dressing gown – and you can now read it online! Flick through recipes, features and retro ads here: http://bit.ly/2msrW1L
Do you remember buying this issue?",January 11,35 Comments15 Shares,144,Sainsburys
304,Can anyone guess it? 🤔,January 10,829 Comments113 Shares540K Views,848,Sainsburys
306,Coffee cake gets upgraded with a shiny Nutella glaze – YUM! Get the Sainsbury’s magazine recipe: http://bit.ly/2m26793,January 10,60 Comments26 Shares37K Views,122,Sainsburys
308,Christmas is over and we’re craving something nutritiously delicious. Make a resolution to meal prep your way through January: http://bit.ly/2yA3PRC,January 9,12 Comments5 Shares,184,Sainsburys
310,"This hearty cumin, carrot and lamb tagine is vitamin-rich comfort food, on hand to see off those January blues. Get the Sainsbury’s magazine recipe: http://bit.ly/2m2nW7P",January 8,26 Comments25 Shares,169,Sainsburys
312,"Why pay £70, when you can work at Sainsbury’s and get the original burgundy fleece for free 😜",January 4,2.6K Comments908 Shares,11K,Sainsburys
314,"Right, who’s doing veganuary and wants to make us one of these beauties? 💚 http://bit.ly/2z9VJVh",January 4,"7.9K Comments1,909 Shares1.2M Views",4.3K,Sainsburys
316,"Sainsbury’s magazine wishes you a Happy New Year with their January issue, packed with 35 new recipes including Nutella sweet treats and comforting slow-cook recipes. OUT NOW and only £1! http://bit.ly/2kErPiw",January 3,38 Comments15 Shares23K Views,161,Sainsburys
318,"Don't miss the January issue of Good Housekeeping, to see how Rosie Birkett styles up her kitchen with Sainsbury's Home",January 2,19 Comments6 Shares,119,Sainsburys
320,Want to add more veg to your favourite dishes? Us too!,January 1,90 Comments77 Shares60K Views,277,Sainsburys
322,What resolutions will you make? Screenshot below to find out 😁,January 1,871 Comments234 Shares1.3M Views,974,Sainsburys
324,"👀VEGGIE CRISPS👀 to dip your way through New Year’s telly. So easy, right?
http://bit.ly/2lc6Aad","December 31, 2017",77 Comments86 Shares60K Views,316,Sainsburys
326,There’s a new hunky ham on the party scene… put Sainsbury’s magazine’s mulled sloe gin and plum ham on your buffet table. Get the recipe: http://bit.ly/2kUKMNg,"December 29, 2017",51 Comments31 Shares,174,Sainsburys
328,"Impress your dinner-party guests and see 2017 out in tasty style with Sainsbury’s magazine’s pork, sage and chestnut Wellington. Get the recipe: http://bit.ly/2kECAkV","December 28, 2017",118 Comments103 Shares73K Views,325,Sainsburys
