,Post_Content,Date,Comments_Shares,All_Responses,Brand
28,"Law student Parsa Sadat of the University of Reading is among those Iranians who risk being unable to graduate, and possibly having their student visa removed, because they are unable to pay tuition fees.",15 hrs,229 Comments362 Shares,2.4K,theguardian
29,,15 hrs,46 Comments27 Shares,264,theguardian
30,,15 hrs,46 Comments27 Shares,264,theguardian
31,Theresa May’s “you called me nebulous” outburst at Jean-Claude Juncker in Brussels on Friday came at the end of a week that was extraordinarily challenging even for a politician with her legendary resilience.,16 hrs,141 Comments73 Shares,Steve Lucijan Fle-Danijelović and 616 others,theguardian
32,Theresa May’s “you called me nebulous” outburst at Jean-Claude Juncker in Brussels on Friday came at the end of a week that was extraordinarily challenging even for a politician with her legendary resilience.,16 hrs,141 Comments73 Shares,Steve Lucijan Fle-Danijelović and 616 others,theguardian
33,,16 hrs,275 Comments682 Shares,4.6K,theguardian
34,,16 hrs,275 Comments682 Shares,4.6K,theguardian
35,If you have been a victim or witness to a crime in the UK your details could have been handed to immigration officials. The practice is now subject to the police force's first super-complaint.,16 hrs,22 Comments45 Shares,170,theguardian
36,If you have been a victim or witness to a crime in the UK your details could have been handed to immigration officials. The practice is now subject to the police force's first super-complaint.,16 hrs,22 Comments45 Shares,170,theguardian
37,“History cannot continue to repeat itself. Black America deserves better. And we demand better.”,17 hrs,130 Comments74 Shares,Africa Munyama and 427 others,theguardian
38,“History cannot continue to repeat itself. Black America deserves better. And we demand better.”,17 hrs,130 Comments74 Shares,Africa Munyama and 427 others,theguardian
39,,17 hrs,70 Comments41 Shares,302,theguardian
40,,17 hrs,70 Comments41 Shares,302,theguardian
41,"""People say that the modern Christmas focuses too much on food instead of, like in olden times, the little Baby Jesus. Piffle. As pagan midwinter festivals gave way in the 17th century to a 12-day feast of the nativity shindigs, the focus has always been on wine, wassail and plum puds. We are a cold and rainy island in the North Sea; dark by teatime for six months each year. Whatever late December means to you, it should be a time of twinkly lights, nourishing love and minor indigestion.""",17 hrs,38 Comments110 Shares,653,theguardian
42,"""People say that the modern Christmas focuses too much on food instead of, like in olden times, the little Baby Jesus. Piffle. As pagan midwinter festivals gave way in the 17th century to a 12-day feast of the nativity shindigs, the focus has always been on wine, wassail and plum puds. We are a cold and rainy island in the North Sea; dark by teatime for six months each year. Whatever late December means to you, it should be a time of twinkly lights, nourishing love and minor indigestion.""",17 hrs,38 Comments110 Shares,653,theguardian
43,,18 hrs,170 Comments20 Shares,174,theguardian
44,,18 hrs,170 Comments20 Shares,174,theguardian
45,"""I struggle with receiving anything unless I’ve given it to myself.""",18 hrs,14 Comments15 Shares,339,theguardian
46,"""I struggle with receiving anything unless I’ve given it to myself.""",18 hrs,14 Comments15 Shares,339,theguardian
47,"""The outsider has become more insightful than the insider as an analyst of how England reached its present unsteady condition, a nation that in the space of two years has managed to destroy the reputation for pragmatism and practicality that it built up over centuries.""",18 hrs,58 Comments112 Shares,470,theguardian
48,"""The outsider has become more insightful than the insider as an analyst of how England reached its present unsteady condition, a nation that in the space of two years has managed to destroy the reputation for pragmatism and practicality that it built up over centuries.""",18 hrs,58 Comments112 Shares,470,theguardian
49,,18 hrs,12 Comments12 Shares,57,theguardian
50,,18 hrs,12 Comments12 Shares,57,theguardian
51,"""As for what might happen in the next episode of this landmark show we all have to live in, there is bad news for people who want a second referendum or the Norway option. To wit: dog-exploding former May chief of staff Nick Timothy said after this week’s ERG failure that the only outcomes left are a second referendum or the Norway option. So … buy shares in no deal today. I’m kidding, of course: take all your pretend money out of the stock market and buy water purification tablets, a backpack, a tarpaulin and a gun. Happy holidays.""",19 hrs,29 Comments27 Shares,152,theguardian
52,"""As for what might happen in the next episode of this landmark show we all have to live in, there is bad news for people who want a second referendum or the Norway option. To wit: dog-exploding former May chief of staff Nick Timothy said after this week’s ERG failure that the only outcomes left are a second referendum or the Norway option. So … buy shares in no deal today. I’m kidding, of course: take all your pretend money out of the stock market and buy water purification tablets, a backpack, a tarpaulin and a gun. Happy holidays.""",19 hrs,29 Comments27 Shares,152,theguardian
53,"“I accepted the offer to work for a famous real estate mogul whose business acumen I truly admired,” Cohen, 52, said of the president. “In fact, I now know that there is little to be admired.”",19 hrs,94 Comments80 Shares,983,theguardian
54,"“I accepted the offer to work for a famous real estate mogul whose business acumen I truly admired,” Cohen, 52, said of the president. “In fact, I now know that there is little to be admired.”",19 hrs,94 Comments80 Shares,983,theguardian
55,"""Hard Brexiters ought to have figured out what shape they wanted the new regime to have before they got rid of the old one. Instead they have used confusion to prosecute their fantasies. Mrs May ought to end the delusions and, for the country’s sake, take a no-deal Brexit off the table for good.""",19 hrs,90 Comments67 Shares,Steve Lucijan Fle-Danijelović and 417 others,theguardian
56,"""Hard Brexiters ought to have figured out what shape they wanted the new regime to have before they got rid of the old one. Instead they have used confusion to prosecute their fantasies. Mrs May ought to end the delusions and, for the country’s sake, take a no-deal Brexit off the table for good.""",19 hrs,90 Comments67 Shares,Steve Lucijan Fle-Danijelović and 417 others,theguardian
57,This is the Christmas spirit.,19 hrs,5 Comments7 Shares,54,theguardian
58,This is the Christmas spirit.,19 hrs,5 Comments7 Shares,54,theguardian
59,,19 hrs,23 Comments16 Shares,102,theguardian
60,,19 hrs,23 Comments16 Shares,102,theguardian
61,"""I’d rather live in a country where free movement is seen as a cherished right, a two-word promise of liberation – offering Britons the ability to live, work, travel, study and fall in love anywhere across a vast, diverse and rich continent. But millions of my fellow citizens don’t see free movement that way. The choice for remainers is to tell those voters they’re wrong, and lose another referendum – or allay their fears and win.""",20 hrs,276 Comments479 Shares,2.4K,theguardian
62,"""I’d rather live in a country where free movement is seen as a cherished right, a two-word promise of liberation – offering Britons the ability to live, work, travel, study and fall in love anywhere across a vast, diverse and rich continent. But millions of my fellow citizens don’t see free movement that way. The choice for remainers is to tell those voters they’re wrong, and lose another referendum – or allay their fears and win.""",20 hrs,276 Comments479 Shares,2.4K,theguardian
63,"From one royal duke and duchess, a traditional shot: relaxed grins, rumpled jeans, and armfuls of beaming children. From another, an artful black and white photograph of a tender newlywed embrace.
But who did what?",20 hrs,58 Comments11 Shares,220,theguardian
64,"From one royal duke and duchess, a traditional shot: relaxed grins, rumpled jeans, and armfuls of beaming children. From another, an artful black and white photograph of a tender newlywed embrace.
But who did what?",20 hrs,58 Comments11 Shares,220,theguardian
65,"""Yes, we’ve moved on since the really bad old days – but as a new ruling on sexist ads show, damaging stereotypes still abound.""",20 hrs,54 Comments45 Shares,347,theguardian
66,"""Yes, we’ve moved on since the really bad old days – but as a new ruling on sexist ads show, damaging stereotypes still abound.""",20 hrs,54 Comments45 Shares,347,theguardian
67,"Will your pension be wrecked? The value of your house plummet? Will your industry be hit by a wave of redundancies? The bad news is that even the big investment houses, which traditionally talk up markets in the hope that you will invest, are pessimistic about 2019.",20 hrs,57 Comments132 Shares,241,theguardian
68,"Will your pension be wrecked? The value of your house plummet? Will your industry be hit by a wave of redundancies? The bad news is that even the big investment houses, which traditionally talk up markets in the hope that you will invest, are pessimistic about 2019.",20 hrs,57 Comments132 Shares,241,theguardian
69,THIS JUST IN ...,20 hrs,66 Comments76 Shares,564,theguardian
70,THIS JUST IN ...,20 hrs,66 Comments76 Shares,564,theguardian
71,A Briton created the most repeated TV programme in history - but it has never aired in the UK.,21 hrs,"1K Comments2,520 Shares",5.2K,theguardian
72,A Briton created the most repeated TV programme in history - but it has never aired in the UK.,21 hrs,"1K Comments2,520 Shares",5.2K,theguardian
73,It’s time to break the curse of the festive sweater.,21 hrs,20 Comments8 Shares,45,theguardian
74,It’s time to break the curse of the festive sweater.,21 hrs,20 Comments8 Shares,45,theguardian
75,Can you crack the code?,22 hrs,8 Comments39 Shares,118,theguardian
76,Can you crack the code?,22 hrs,8 Comments39 Shares,118,theguardian
77,Dreaming of a meat-free Christmas?,22 hrs,688 Comments418 Shares,1.8K,theguardian
78,Dreaming of a meat-free Christmas?,22 hrs,688 Comments418 Shares,1.8K,theguardian
79,,22 hrs,16 Comments3 Shares,74,theguardian
80,,22 hrs,16 Comments3 Shares,74,theguardian
81,“This is basically what normalized xenophobia looks like.”,23 hrs,945 Comments621 Shares,4.1K,theguardian
82,“This is basically what normalized xenophobia looks like.”,23 hrs,945 Comments621 Shares,4.1K,theguardian
83,“The last 24 hours have confirmed that Theresa May’s Brexit deal is dead in the water. The prime minister has utterly failed in her attempts to deliver any meaningful changes to her botched deal.” - Jeremy Corbyn,23 hrs,201 Comments169 Shares,815,theguardian
84,“The last 24 hours have confirmed that Theresa May’s Brexit deal is dead in the water. The prime minister has utterly failed in her attempts to deliver any meaningful changes to her botched deal.” - Jeremy Corbyn,23 hrs,201 Comments169 Shares,815,theguardian
85,"Since privatisation, Royal Mail has shut down 50 delivery offices. Some customers are now waiting an hour to pick up missed parcels.",23 hrs,157 Comments352 Shares,Steve Lucijan Fle-Danijelović and 773 others,theguardian
86,"Since privatisation, Royal Mail has shut down 50 delivery offices. Some customers are now waiting an hour to pick up missed parcels.",23 hrs,157 Comments352 Shares,Steve Lucijan Fle-Danijelović and 773 others,theguardian
87,,23 hrs,157 Comments65 Shares,971,theguardian
88,,23 hrs,157 Comments65 Shares,971,theguardian
89,,23 hrs,272 Comments167 Shares,663,theguardian
90,,23 hrs,272 Comments167 Shares,663,theguardian
91,"Ah, the joys of freezing rain.",23 hrs,28 Comments38 Shares,94,theguardian
92,"Ah, the joys of freezing rain.",23 hrs,28 Comments38 Shares,94,theguardian
93,"""Millions of people face slaughter or starvation – the UK must stop sending billions in arms exports to Saudi Arabia.""",23 hrs,84 Comments528 Shares,1.6K,theguardian
94,"""Millions of people face slaughter or starvation – the UK must stop sending billions in arms exports to Saudi Arabia.""",23 hrs,84 Comments528 Shares,1.6K,theguardian
95,A BBC spokesperson confirmed that Lineker’s interpretation of the rules was correct and it was only news and current affairs staff who must silence their own views on Brexit.,23 hrs,154 Comments128 Shares,2.1K,theguardian
96,A BBC spokesperson confirmed that Lineker’s interpretation of the rules was correct and it was only news and current affairs staff who must silence their own views on Brexit.,23 hrs,154 Comments128 Shares,2.1K,theguardian
97,Beautiful but the scale of waste is shocking.,Yesterday at 9:00 AM,179 Comments907 Shares,2.5K,theguardian
98,Beautiful but the scale of waste is shocking.,Yesterday at 9:00 AM,179 Comments907 Shares,2.5K,theguardian
99,"""I’ve tried to get our money back, but ringing the company just gets a recorded message.""",Yesterday at 8:00 AM,2 Comments11 Shares,70,theguardian
100,"""I’ve tried to get our money back, but ringing the company just gets a recorded message.""",Yesterday at 8:00 AM,2 Comments11 Shares,70,theguardian
101,"Coal, known as ‘black gold’ in Poland, has helped the country achieve energy independence. However, the high-polluting fuel has been linked to serious diseases and premature death.",Yesterday at 7:00 AM,97 Comments755 Shares,1.4K,theguardian
102,"Coal, known as ‘black gold’ in Poland, has helped the country achieve energy independence. However, the high-polluting fuel has been linked to serious diseases and premature death.",Yesterday at 7:00 AM,97 Comments755 Shares,1.4K,theguardian
103,Trump names budget director Mick Mulvaney as acting chief of staff. He will replace John Kelly in the new year,December 14 at 10:37 PM,154 Comments42 Shares,359,theguardian
104,Trump names budget director Mick Mulvaney as acting chief of staff. He will replace John Kelly in the new year,December 14 at 10:37 PM,154 Comments42 Shares,359,theguardian
105,"“There has been huge investment back into the cinema experience and the UK has led the way.""",December 14 at 10:00 PM,32 Comments43 Shares,347,theguardian
106,"“There has been huge investment back into the cinema experience and the UK has led the way.""",December 14 at 10:00 PM,32 Comments43 Shares,347,theguardian
107,"""Country music still suffers from an image problem. It is stereotypically associated with cowboys, pick-up trucks and the vast expanses of America’s midwest, you might think it exists only to fulfil a yearning for a faded view of the US.""",December 14 at 9:30 PM,71 Comments25 Shares,170,theguardian
108,"""Country music still suffers from an image problem. It is stereotypically associated with cowboys, pick-up trucks and the vast expanses of America’s midwest, you might think it exists only to fulfil a yearning for a faded view of the US.""",December 14 at 9:30 PM,71 Comments25 Shares,170,theguardian
109,Just in: Special counsel Robert Mueller has urged a federal judge to reject Michael Flynn’s attempts to “minimize the seriousness” of his crimes ahead of his sentencing. Follow the latest.,December 14 at 8:47 PM,45 Comments73 Shares,Steve Lucijan Fle-Danijelović and 633 others,theguardian
110,Just in: Special counsel Robert Mueller has urged a federal judge to reject Michael Flynn’s attempts to “minimize the seriousness” of his crimes ahead of his sentencing. Follow the latest.,December 14 at 8:47 PM,45 Comments73 Shares,Steve Lucijan Fle-Danijelović and 633 others,theguardian
111,"""I don’t think my sister knows she is hurting Mum. Should I say something?""",December 14 at 8:30 PM,106 Comments13 Shares,130,theguardian
112,"""I don’t think my sister knows she is hurting Mum. Should I say something?""",December 14 at 8:30 PM,106 Comments13 Shares,130,theguardian
113,,December 14 at 8:00 PM,7 Comments9 Shares,208,theguardian
114,,December 14 at 8:00 PM,7 Comments9 Shares,208,theguardian
115,"""I’m so angry at them, and even more furious that my brother’s sickening crimes have not only damaged his daughter and family life, but are also ruining my family.""",December 14 at 7:30 PM,174 Comments120 Shares,1.7K,theguardian
116,"""I’m so angry at them, and even more furious that my brother’s sickening crimes have not only damaged his daughter and family life, but are also ruining my family.""",December 14 at 7:30 PM,174 Comments120 Shares,1.7K,theguardian
117,,December 14 at 7:00 PM,58 Comments255 Shares,Steve Lucijan Fle-Danijelović and 1.3K others,theguardian
118,,December 14 at 7:00 PM,58 Comments255 Shares,Steve Lucijan Fle-Danijelović and 1.3K others,theguardian
119,#1 Who said the Guardian was 'the most insufferable newspaper on Planet Earth'?,December 14 at 6:30 PM,19 Comments6 Shares,48,theguardian
120,#1 Who said the Guardian was 'the most insufferable newspaper on Planet Earth'?,December 14 at 6:30 PM,19 Comments6 Shares,48,theguardian
121,"When Patrick Button's partner died suddenly, he lost their house, and within weeks he found himself shifting a rotting badger’s carcass to make room for his tent on the outskirts of the Wiltshire town. He cooked food over an open fire with a boot scraper improvised for a grill. He quickly learned of the hostility homeless people can face. He came back one day to find his tent and possessions, including a picture of his late partner, burnt to ashes, apparently on purpose.",December 14 at 6:00 PM,95 Comments417 Shares,1.7K,theguardian
122,"When Patrick Button's partner died suddenly, he lost their house, and within weeks he found himself shifting a rotting badger’s carcass to make room for his tent on the outskirts of the Wiltshire town. He cooked food over an open fire with a boot scraper improvised for a grill. He quickly learned of the hostility homeless people can face. He came back one day to find his tent and possessions, including a picture of his late partner, burnt to ashes, apparently on purpose.",December 14 at 6:00 PM,95 Comments417 Shares,1.7K,theguardian
123,"""I think he’d have found the incompetence hilarious.”",December 14 at 5:30 PM,21 Comments75 Shares,758,theguardian
124,"""I think he’d have found the incompetence hilarious.”",December 14 at 5:30 PM,21 Comments75 Shares,758,theguardian
125,"Only a few years ago, the Duchess of Cambridge was pilloried for showing grey roots, but now models both young and old are incorporating the hair colour into modern style.",December 14 at 5:00 PM,335 Comments727 Shares,2.8K,theguardian
126,"Only a few years ago, the Duchess of Cambridge was pilloried for showing grey roots, but now models both young and old are incorporating the hair colour into modern style.",December 14 at 5:00 PM,335 Comments727 Shares,2.8K,theguardian
127,🎙️What do the latest high-profile guilty pleas in the Trump-Russia investigation mean for the president? The Guardian's Jon Swaine explains on the Today in Focus podcast.,December 14 at 4:37 PM,87 Comments23 Shares,368,theguardian
128,🎙️What do the latest high-profile guilty pleas in the Trump-Russia investigation mean for the president? The Guardian's Jon Swaine explains on the Today in Focus podcast.,December 14 at 4:37 PM,87 Comments23 Shares,368,theguardian
129,The centuries-old British toy shop was put up for sale in October after £9.2m annual loss.,December 14 at 4:09 PM,72 Comments43 Shares,236,theguardian
130,The centuries-old British toy shop was put up for sale in October after £9.2m annual loss.,December 14 at 4:09 PM,72 Comments43 Shares,236,theguardian
131,,December 14 at 4:00 PM,38 Comments35 Shares,398,theguardian
132,,December 14 at 4:00 PM,38 Comments35 Shares,398,theguardian
133,"The supermarket chain said its own-label cards, wraps, crackers, tags, flowers and plants will either be glitter-free or use an environmentally friendly alternative.",December 14 at 3:45 PM,100 Comments291 Shares,3.9K,theguardian
134,"The supermarket chain said its own-label cards, wraps, crackers, tags, flowers and plants will either be glitter-free or use an environmentally friendly alternative.",December 14 at 3:45 PM,100 Comments291 Shares,3.9K,theguardian
135,Don't panic.,December 14 at 3:30 PM,13 Comments33 Shares,193,theguardian
136,Don't panic.,December 14 at 3:30 PM,13 Comments33 Shares,193,theguardian
137,Stores selling stubby sprouts and curvy carrots in attempt to reduce festive food waste.,December 14 at 3:12 PM,34 Comments36 Shares,409,theguardian
138,Stores selling stubby sprouts and curvy carrots in attempt to reduce festive food waste.,December 14 at 3:12 PM,34 Comments36 Shares,409,theguardian
139,,December 14 at 3:09 PM,44 Comments114 Shares,1.1K,theguardian
140,,December 14 at 3:09 PM,44 Comments114 Shares,1.1K,theguardian
141,"The Cottage is a family centre in the Templehall part of Kirkcaldy. When it launched its first Christmas appeal eight years ago – the year Brown’s Labour government was turfed out of office – it assisted 80 families. Last year it was 950: this year it will be 1,200.",December 14 at 3:00 PM,"240 Comments1,373 Shares",3K,theguardian
142,"The Cottage is a family centre in the Templehall part of Kirkcaldy. When it launched its first Christmas appeal eight years ago – the year Brown’s Labour government was turfed out of office – it assisted 80 families. Last year it was 950: this year it will be 1,200.",December 14 at 3:00 PM,"240 Comments1,373 Shares",3K,theguardian
143,"Slade v Wizzard (1973): ""The rivalry erupted in a custard pie fight""",December 14 at 2:48 PM,5 Comments4 Shares,31,theguardian
144,"Slade v Wizzard (1973): ""The rivalry erupted in a custard pie fight""",December 14 at 2:48 PM,5 Comments4 Shares,31,theguardian
145,"“Of course, we are happy to be alive, but it’s only now that we’re paying the real consequences.""",December 14 at 2:30 PM,12 Comments36 Shares,229,theguardian
146,"“Of course, we are happy to be alive, but it’s only now that we’re paying the real consequences.""",December 14 at 2:30 PM,12 Comments36 Shares,229,theguardian
147,"""When I had my first full-blown capital-D depression, I really noticed how just the sun sinking behind a cloud made me feel full of dread and woe.”",December 14 at 2:00 PM,8 Comments33 Shares,142,theguardian
148,"""When I had my first full-blown capital-D depression, I really noticed how just the sun sinking behind a cloud made me feel full of dread and woe.”",December 14 at 2:00 PM,8 Comments33 Shares,142,theguardian
149,"Christmas pudding, yes or no? Our Guardian food writers give their verdict, and Grace Dent has strong words for the haters. Watch the full video at theguardian.com/food and find all the best Christmas dessert recipes in a Feast special with the Guardian this Saturday.",December 14 at 1:45 PM,58 Comments34 Shares54K Views,133,theguardian
150,"Christmas pudding, yes or no? Our Guardian food writers give their verdict, and Grace Dent has strong words for the haters. Watch the full video at theguardian.com/food and find all the best Christmas dessert recipes in a Feast special with the Guardian this Saturday.",December 14 at 1:45 PM,58 Comments34 Shares54K Views,133,theguardian
151,The prototype costs $50 for a small strip.,December 14 at 1:30 PM,39 Comments20 Shares,125,theguardian
152,The prototype costs $50 for a small strip.,December 14 at 1:30 PM,39 Comments20 Shares,125,theguardian
153,"The chaotic theatre of British politics doesn’t change facts, says Rafael Behr. There are three possible approaches - and time is running out.",December 14 at 1:00 PM,89 Comments185 Shares,Steve Lucijan Fle-Danijelović and 542 others,theguardian
154,"The chaotic theatre of British politics doesn’t change facts, says Rafael Behr. There are three possible approaches - and time is running out.",December 14 at 1:00 PM,89 Comments185 Shares,Steve Lucijan Fle-Danijelović and 542 others,theguardian
155,US president’s former lawyer says Trump directed him to pay money to two women who alleged having sexual affairs with him.,December 14 at 12:55 PM,113 Comments49 Shares,489,theguardian
156,US president’s former lawyer says Trump directed him to pay money to two women who alleged having sexual affairs with him.,December 14 at 12:55 PM,113 Comments49 Shares,489,theguardian
157,"""The way I look at it, one day my looks will have gone – but I will have some delicious memories.""",December 14 at 12:30 PM,75 Comments18 Shares,341,theguardian
158,"""The way I look at it, one day my looks will have gone – but I will have some delicious memories.""",December 14 at 12:30 PM,75 Comments18 Shares,341,theguardian
159,"A unique opportunity to spend the evening with Guardian art critic Jonathan Jones – and explore one of the world’s finest collections of paintings
Great art connects us to the past and offers a fresh perspective on the world around us. During this intimate masterclass, Guardian art critic Jonathan Jones will guide a small group of people around the National Gallery and discuss some of his favourite works of art – from the mysterious Arnolfini Portrait by Jan Van Eyck to Cezan...
See More",December 14 at 12:20 PM,4 Comments,1,theguardian
160,"A unique opportunity to spend the evening with Guardian art critic Jonathan Jones – and explore one of the world’s finest collections of paintings
Great art connects us to the past and offers a fresh perspective on the world around us. During this intimate masterclass, Guardian art critic Jonathan Jones will guide a small group of people around the National Gallery and discuss some of his favourite works of art – from the mysterious Arnolfini Portrait by Jan Van Eyck to Cezan...
See More",December 14 at 12:20 PM,4 Comments,1,theguardian
161,"Rule will take effect as soon as EU’s free movement laws no longer apply, document shows.",December 14 at 12:15 PM,722 Comments896 Shares,4.5K,theguardian
162,"Rule will take effect as soon as EU’s free movement laws no longer apply, document shows.",December 14 at 12:15 PM,722 Comments896 Shares,4.5K,theguardian
163,"""A people’s vote will be painful and dangerous. But Labour should be ready – and avoid the mistakes of the 2016 campaign.""",December 14 at 12:00 PM,246 Comments149 Shares,Steve Lucijan Fle-Danijelović and 1.4K others,theguardian
164,"""A people’s vote will be painful and dangerous. But Labour should be ready – and avoid the mistakes of the 2016 campaign.""",December 14 at 12:00 PM,246 Comments149 Shares,Steve Lucijan Fle-Danijelović and 1.4K others,theguardian
165,Yes *another* one.,December 14 at 11:45 AM,38 Comments20 Shares,108,theguardian
166,Yes *another* one.,December 14 at 11:45 AM,38 Comments20 Shares,108,theguardian
167,Former soldier Joe Robinson convicted of joining Kurdish group fighting Isis in Syria.,December 14 at 11:41 AM,95 Comments46 Shares,508,theguardian
168,Former soldier Joe Robinson convicted of joining Kurdish group fighting Isis in Syria.,December 14 at 11:41 AM,95 Comments46 Shares,508,theguardian
169,“The fact that only 1% of children’s books have a BAME protagonist is disastrous and shocking. It’s mad.”,December 14 at 11:30 AM,222 Comments992 Shares,5K,theguardian
170,“The fact that only 1% of children’s books have a BAME protagonist is disastrous and shocking. It’s mad.”,December 14 at 11:30 AM,222 Comments992 Shares,5K,theguardian
171,This doesn't look very positive.,December 14 at 11:21 AM,435 Comments165 Shares,1.5K,theguardian
172,This doesn't look very positive.,December 14 at 11:21 AM,435 Comments165 Shares,1.5K,theguardian
173,The young girl died of dehydration and shock more than eight hours after her arrest in New Mexico.,December 14 at 11:10 AM,"373 Comments1,330 Shares",5.9K,theguardian
174,The young girl died of dehydration and shock more than eight hours after her arrest in New Mexico.,December 14 at 11:10 AM,"373 Comments1,330 Shares",5.9K,theguardian
175,,December 14 at 11:00 AM,45 Comments33 Shares,280,theguardian
176,,December 14 at 11:00 AM,45 Comments33 Shares,280,theguardian
177,"""She is not a victim of events but a participant and protagonist in them. She may have voted remain, but as home secretary she contributed to the climate of anti-immigrant fervour that helped make the leave victory possible.""",December 14 at 10:30 AM,"203 Comments1,476 Shares",4.8K,theguardian
178,"""She is not a victim of events but a participant and protagonist in them. She may have voted remain, but as home secretary she contributed to the climate of anti-immigrant fervour that helped make the leave victory possible.""",December 14 at 10:30 AM,"203 Comments1,476 Shares",4.8K,theguardian
179,“It was time to quit. Just like all the other stuff.”,December 14 at 10:15 AM,406 Comments878 Shares,3.1K,theguardian
180,“It was time to quit. Just like all the other stuff.”,December 14 at 10:15 AM,406 Comments878 Shares,3.1K,theguardian
181,Darts has grown beyond all expectations since the PDC World Championship left the Circus Tavern in Purfleet for the Alexandra Palace in London. This is the story of the sport's remarkable rise over the last decade,December 14 at 10:00 AM,41 Comments19 Shares48K Views,61,theguardian
182,Darts has grown beyond all expectations since the PDC World Championship left the Circus Tavern in Purfleet for the Alexandra Palace in London. This is the story of the sport's remarkable rise over the last decade,December 14 at 10:00 AM,41 Comments19 Shares48K Views,61,theguardian
183,,December 14 at 9:56 AM,45 Comments28 Shares,189,theguardian
184,,December 14 at 9:56 AM,45 Comments28 Shares,189,theguardian
185,"""He said he’d had enough of life and believed that things would never get better for 'people like us', and that our destiny was 'death or to be in places like this forever'.""",December 14 at 9:30 AM,10 Comments49 Shares,209,theguardian
186,"""He said he’d had enough of life and believed that things would never get better for 'people like us', and that our destiny was 'death or to be in places like this forever'.""",December 14 at 9:30 AM,10 Comments49 Shares,209,theguardian
187,"“This is stuff we have seen happen in China, and in the United Arab Emirates, but not in the United States.”",December 14 at 9:00 AM,56 Comments25 Shares,136,theguardian
188,"“This is stuff we have seen happen in China, and in the United Arab Emirates, but not in the United States.”",December 14 at 9:00 AM,56 Comments25 Shares,136,theguardian
189,Jean-Claude Juncker tells the British prime minister it is not the EU's job to satisfy the demands of rebellious Tory MPs.,December 14 at 8:30 AM,381 Comments772 Shares,Africa Munyama and 5.2K others,theguardian
190,Jean-Claude Juncker tells the British prime minister it is not the EU's job to satisfy the demands of rebellious Tory MPs.,December 14 at 8:30 AM,381 Comments772 Shares,Africa Munyama and 5.2K others,theguardian
191,"""Serial killing is one of the most disturbing and brutal of real-world crimes, so what is the value of audiences putting themselves through witnessing it at the cinema?""",December 14 at 8:00 AM,36 Comments23 Shares,107,theguardian
192,"""Serial killing is one of the most disturbing and brutal of real-world crimes, so what is the value of audiences putting themselves through witnessing it at the cinema?""",December 14 at 8:00 AM,36 Comments23 Shares,107,theguardian
193,Here's the news that matters this morning.,December 14 at 7:45 AM,11 Comments14 Shares,80,theguardian
194,Here's the news that matters this morning.,December 14 at 7:45 AM,11 Comments14 Shares,80,theguardian
195,A Mahatma Gandhi statue has been removed from the campus of the University of Ghana after protests from students and faculty who argue the Indian independence leader considered Africans “inferior”.,December 14 at 7:30 AM,360 Comments794 Shares,3K,theguardian
